company_name,high,low,last_price,prev_close,change,percent_gain
Bajaj Finserv,"17,141.50","15,930.00","16,840.30","15,915.75",924.55,5.81
Hero Motocorp,"2,929.00","2,808.05","2,913.45","2,817.00",96.45,3.42
Bajaj Finance,"7,638.00","7,296.00","7,527.10","7,286.10",241,3.31
HDFC Life,591.70,570.00,589.35,570.60,18.75,3.29
Bharti Airtel,724.65,702.30,722.95,704.10,18.85,2.68
Tech Mahindra,"1,106.90","1,072.20","1,104.50","1,077.70",26.8,2.49
Hindalco,442.40,426.60,438.95,428.90,10.05,2.34
HCL Tech,982.90,955.00,980.60,958.20,22.4,2.34
BPCL,355.25,347.00,353.15,345.90,7.25,2.1
TATA Cons. Prod,796.55,780.50,793.50,779.50,14,1.8
Eicher Motors,"3,433.30","3,335.10","3,397.60","3,338.05",59.55,1.78
NTPC,163.65,159.00,161.45,158.75,2.7,1.7
Grasim,"1,638.95","1,596.05","1,616.55","1,591.55",25,1.57
HUL,"2,694.00","2,644.50","2,684.65","2,644.50",40.15,1.52
Wipro,444.90,436.65,443.05,437.10,5.95,1.36
Axis Bank,773.75,766.25,772.10,764.65,7.45,0.97
Sun Pharma,926.00,915.00,920.80,914.60,6.2,0.68
Asian Paints,"3,545.65","3,504.60","3,523.70","3,501.00",22.7,0.65
ITC,313.25,311.00,312.55,310.55,2,0.64
Infosys,"1,612.00","1,585.00","1,606.25","1,596.45",9.8,0.61
HDFC Bank,"1,512.75","1,485.75","1,509.90","1,502.15",7.75,0.52
Reliance,"2,676.90","2,655.55","2,665.15","2,651.30",13.85,0.52
ICICI Bank,885.50,878.40,883.25,879.25,4,0.45
Divis Labs,"3,777.50","3,740.00","3,748.40","3,732.00",16.4,0.44
Dr Reddys Labs,"4,329.90","4,291.75","4,315.90","4,297.80",18.1,0.42
SBI,530.55,524.35,528.15,525.95,2.2,0.42
Britannia,"3,714.95","3,681.15","3,705.20","3,690.45",14.75,0.4
IndusInd Bank,"1,095.00","1,082.00","1,088.60","1,084.45",4.15,0.38
Larsen,"1,867.35","1,850.05","1,855.70","1,848.90",6.8,0.37
HDFC,"2,498.00","2,444.05","2,491.60","2,484.15",7.45,0.3
Nestle,"19,843.95","19,669.20","19,735.30","19,682.95",52.35,0.27
UPL,793.70,783.85,790.50,788.55,1.95,0.25
TCS,"3,417.95","3,371.10","3,401.10","3,392.70",8.4,0.25
Adani Ports,831.95,821.15,824.75,824.15,0.6,0.07
