company_name,high,low,last_price,prev_close,change,percent_gain
TATA Cons. Prod,757.90,733.80,754.30,734.25,20.05,2.73
Shree Cements,"22,587.40","21,978.95","22,501.30","22,035.80",465.5,2.11
HUL,"2,302.00","2,236.10","2,291.40","2,245.00",46.4,2.07
UltraTechCement,"6,279.00","6,130.05","6,233.75","6,107.75",126,2.06
Cipla,961.20,941.35,957.10,938.00,19.1,2.04
Adani Ports,767.20,742.00,759.80,744.75,15.05,2.02
Hindalco,438.40,423.50,436.10,428.40,7.7,1.8
Asian Paints,"3,128.80","3,026.00","3,100.10","3,050.00",50.1,1.64
Divis Labs,"4,385.95","4,273.90","4,366.70","4,303.35",63.35,1.47
Bajaj Auto,"3,829.50","3,736.20","3,791.20","3,742.90",48.3,1.29
Sun Pharma,909.00,888.00,899.15,891.75,7.4,0.83
ITC,267.80,263.15,266.80,264.70,2.1,0.79
Britannia,"3,432.65","3,350.00","3,394.35","3,368.85",25.5,0.76
Axis Bank,670.40,650.30,659.45,654.95,4.5,0.69
Hero Motocorp,"2,554.20","2,511.80","2,539.00","2,523.50",15.5,0.61
Coal India,187.50,181.80,185.55,184.55,1,0.54
UPL,827.00,809.25,821.10,817.35,3.75,0.46
Maruti Suzuki,"7,640.15","7,509.60","7,566.55","7,532.80",33.75,0.45
Grasim,"1,509.35","1,476.15","1,487.35","1,481.40",5.95,0.4
Reliance,"2,570.00","2,508.25","2,538.35","2,529.15",9.2,0.36
Kotak Mahindra,"1,864.00","1,840.85","1,846.80","1,840.30",6.5,0.35
SBI Life Insura,"1,085.00","1,061.00","1,073.90","1,070.40",3.5,0.33
M&M,922.75,905.20,913.30,910.80,2.5,0.27
Nestle,"16,418.35","16,212.00","16,343.60","16,323.40",20.2,0.12
Dr Reddys Labs,"3,984.95","3,882.00","3,905.80","3,904.00",1.8,0.05
ONGC,164.50,160.20,163.20,163.15,0.05,0.03
