company_name,high,low,last_price,prev_close,change,percent_gain
SBI,544.70,524.20,543.65,527.20,16.45,3.12
NTPC,169.05,164.00,168.45,165.10,3.35,2.03
Bajaj Finserv,"1,725.00","1,674.00","1,719.25","1,688.30",30.95,1.83
Bajaj Finserv,"1,725.00","1,674.00","1,719.25","1,688.30",30.95,1.83
ICICI Bank,887.50,868.55,885.20,870.25,14.95,1.72
Axis Bank,817.00,797.10,814.15,800.50,13.65,1.71
Bajaj Auto,"3,674.80","3,578.00","3,629.00","3,570.50",58.5,1.64
Reliance,"2,414.00","2,343.60","2,408.75","2,370.70",38.05,1.61
IndusInd Bank,"1,203.80","1,164.00","1,199.65","1,181.60",18.05,1.53
Kotak Mahindra,"1,862.20","1,820.25","1,858.15","1,834.00",24.15,1.32
UltraTechCement,"6,281.80","6,082.20","6,271.50","6,192.00",79.5,1.28
Maruti Suzuki,"8,749.70","8,567.05","8,723.80","8,617.30",106.5,1.24
Bajaj Finance,"7,372.30","7,217.00","7,355.20","7,272.50",82.7,1.14
Eicher Motors,"3,525.00","3,465.30","3,514.70","3,477.20",37.5,1.08
Infosys,"1,495.00","1,475.50","1,489.95","1,474.25",15.7,1.06
SBI Life Insura,"1,198.65","1,167.60","1,189.80","1,179.80",10,0.85
Adani Ports,789.95,771.65,786.20,780.10,6.1,0.78
Coal India,238.55,232.90,238.00,236.35,1.65,0.7
Hero Motocorp,"2,570.00","2,521.55","2,553.70","2,535.90",17.8,0.7
Dr Reddys Labs,"4,374.00","4,282.50","4,335.20","4,310.80",24.4,0.57
HUL,"2,609.95","2,568.00","2,590.55","2,575.80",14.75,0.57
HDFC Bank,"1,457.60","1,427.00","1,446.55","1,439.00",7.55,0.52
TCS,"3,128.40","3,071.45","3,111.75","3,099.15",12.6,0.41
Asian Paints,"3,218.00","3,170.10","3,197.60","3,185.50",12.1,0.38
Sun Pharma,985.00,973.30,980.00,976.30,3.7,0.38
Tech Mahindra,"1,027.95","1,007.45","1,023.25","1,019.85",3.4,0.33
Titan Company,"2,634.90","2,602.55","2,625.00","2,617.80",7.2,0.28
HDFC,"2,367.00","2,322.50","2,349.25","2,343.50",5.75,0.25
TATA Cons. Prod,771.95,757.30,763.15,761.25,1.9,0.25
Divis Labs,"3,602.80","3,550.00","3,578.55","3,572.80",5.75,0.16
ONGC,128.20,126.00,127.80,127.60,0.2,0.16
HDFC Life,525.90,518.60,523.75,523.00,0.75,0.14
Adani Enterpris,"3,235.00","3,136.10","3,212.60","3,209.50",3.1,0.1
ITC,334.75,329.60,332.25,332.10,0.15,0.05
Bharti Airtel,771.00,759.85,766.00,765.95,0.05,0.01
