company_name,high,low,last_price,prev_close,change,percent_gain
Tech Mahindra,"1,051.70","1,017.25","1,045.50","1,007.70",37.8,3.75
ONGC,136.60,132.20,132.55,127.90,4.65,3.64
HCL Tech,918.80,895.10,917.40,889.70,27.7,3.11
TCS,"3,171.95","3,098.05","3,164.80","3,074.25",90.55,2.95
Reliance,"2,542.50","2,486.25","2,503.00","2,437.10",65.9,2.7
Apollo Hospital,"4,141.70","4,030.05","4,110.25","4,020.20",90.05,2.24
Cipla,982.95,958.85,981.50,960.65,20.85,2.17
SBI,510.60,500.40,508.60,497.95,10.65,2.14
Infosys,"1,525.80","1,500.00","1,515.30","1,484.15",31.15,2.1
Wipro,417.50,407.10,412.10,405.65,6.45,1.59
HUL,"2,618.00","2,535.60","2,604.50","2,567.95",36.55,1.42
SBI Life Insura,"1,199.00","1,163.50","1,186.05","1,169.95",16.1,1.38
Titan Company,"2,298.00","2,261.10","2,271.20","2,241.20",30,1.34
Nestle,"18,660.00","18,250.00","18,617.10","18,377.70",239.4,1.3
IndusInd Bank,897.45,872.80,879.30,868.10,11.2,1.29
HDFC Bank,"1,371.10","1,355.25","1,365.05","1,348.05",17,1.26
ITC,299.50,293.60,298.20,294.60,3.6,1.22
Britannia,"3,849.00","3,793.85","3,828.30","3,787.45",40.85,1.08
Tata Motors,460.75,451.75,453.45,449.05,4.4,0.98
Tata Motors,460.75,451.75,453.45,449.05,4.4,0.98
Tata Steel,938.00,925.20,928.45,919.45,9,0.98
TATA Cons. Prod,801.20,787.50,795.00,787.25,7.75,0.98
JSW Steel,599.95,587.00,590.35,584.85,5.5,0.94
Hero Motocorp,"2,838.75","2,810.00","2,826.75","2,801.20",25.55,0.91
Axis Bank,714.50,702.70,705.70,700.60,5.1,0.73
Shree Cements,"20,375.00","20,112.95","20,208.20","20,068.20",140,0.7
HDFC,"2,252.70","2,224.00","2,231.40","2,217.70",13.7,0.62
Larsen,"1,746.85","1,727.95","1,739.95","1,729.80",10.15,0.59
Hindalco,376.20,367.40,369.35,367.95,1.4,0.38
Maruti Suzuki,"8,865.45","8,720.20","8,749.05","8,715.85",33.2,0.38
ICICI Bank,789.55,780.30,783.10,780.65,2.45,0.31
UPL,697.50,685.15,686.25,684.35,1.9,0.28
Dr Reddys Labs,"4,492.00","4,440.00","4,458.75","4,447.90",10.85,0.24
BPCL,320.85,316.25,317.10,316.55,0.55,0.17
Bajaj Finance,"6,149.60","6,042.05","6,074.40","6,065.95",8.45,0.14
UltraTechCement,"6,145.00","6,077.00","6,089.00","6,085.85",3.15,0.05
