company_name,high,low,last_price,prev_close,change,percent_gain
Bajaj Finserv,"17,249.85","16,531.00","17,128.90","16,501.70",627.2,3.8
HDFC Life,543.35,526.00,542.30,523.00,19.3,3.69
TATA Cons. Prod,782.75,749.00,765.85,743.20,22.65,3.05
Bajaj Finance,"7,274.45","7,099.00","7,251.85","7,039.35",212.5,3.02
Hero Motocorp,"2,281.00","2,226.40","2,271.65","2,210.65",61,2.76
Power Grid Corp,218.70,211.80,217.10,211.30,5.8,2.74
Grasim,"1,677.95","1,632.55","1,667.70","1,623.70",44,2.71
M&M,795.00,775.90,793.35,773.35,20,2.59
Nestle,"17,347.55","17,022.60","17,298.00","16,921.90",376.1,2.22
ICICI Bank,731.75,719.10,730.90,715.30,15.6,2.18
Maruti Suzuki,"7,629.95","7,490.00","7,598.60","7,439.15",159.45,2.14
HDFC,"2,388.00","2,347.65","2,385.45","2,337.35",48.1,2.06
Reliance,"2,688.00","2,617.10","2,672.95","2,622.55",50.4,1.92
Kotak Mahindra,"1,768.85","1,736.00","1,763.10","1,730.00",33.1,1.91
Shree Cements,"24,150.00","23,709.50","24,089.15","23,645.55",443.6,1.88
SBI Life Insura,"1,127.65","1,103.50","1,121.80","1,101.25",20.55,1.87
UltraTechCement,"6,668.80","6,542.50","6,642.70","6,526.60",116.1,1.78
HDFC Bank,"1,482.75","1,454.05","1,476.95","1,451.80",25.15,1.73
Axis Bank,765.85,741.30,750.45,737.80,12.65,1.71
Larsen,"1,777.05","1,754.10","1,773.60","1,746.65",26.95,1.54
HUL,"2,019.00","1,995.05","2,015.90","1,987.05",28.85,1.45
Britannia,"3,160.00","3,114.65","3,148.40","3,103.80",44.6,1.44
Asian Paints,"3,094.35","3,055.90","3,081.55","3,042.60",38.95,1.28
Infosys,"1,919.00","1,895.00","1,903.95","1,886.00",17.95,0.95
Adani Ports,775.95,762.10,767.40,761.95,5.45,0.72
Dr Reddys Labs,"4,366.50","4,284.10","4,354.40","4,323.55",30.85,0.71
NTPC,135.95,133.45,135.30,134.35,0.95,0.71
TCS,"3,738.00","3,706.20","3,731.55","3,705.35",26.2,0.71
BPCL,362.40,359.20,360.05,358.45,1.6,0.45
Tata Motors,442.50,434.25,435.65,433.70,1.95,0.45
Eicher Motors,"2,518.20","2,444.45","2,486.55","2,480.50",6.05,0.24
Sun Pharma,922.00,908.40,920.60,919.35,1.25,0.14
