company_name,high,low,last_price,prev_close,change,percent_gain
IOC,117.75,111.60,117.05,112.25,4.8,4.28
Sun Pharma,861.70,826.20,855.00,822.65,32.35,3.93
TATA Cons. Prod,687.75,658.00,683.70,659.85,23.85,3.61
TCS,"3,609.00","3,460.00","3,599.95","3,484.90",115.05,3.3
Cipla,977.00,935.40,969.55,941.15,28.4,3.02
NTPC,135.80,130.50,133.75,130.05,3.7,2.85
Wipro,590.75,572.00,587.45,571.85,15.6,2.73
Shree Cements,"22,703.95","21,712.00","22,583.85","21,990.35",593.5,2.7
Tech Mahindra,"1,466.90","1,420.00","1,461.95","1,424.10",37.85,2.66
Dr Reddys Labs,"3,886.95","3,737.85","3,868.55","3,769.40",99.15,2.63
Bajaj Auto,"3,354.45","3,175.70","3,317.10","3,234.65",82.45,2.55
Hero Motocorp,"2,259.25","2,146.85","2,251.65","2,198.70",52.95,2.41
UltraTechCement,"5,875.00","5,629.20","5,833.45","5,698.10",135.35,2.38
Infosys,"1,800.00","1,718.45","1,778.20","1,739.85",38.35,2.2
Divis Labs,"4,175.00","4,066.00","4,164.25","4,074.95",89.3,2.19
HDFC Life,514.95,497.05,513.05,503.50,9.55,1.9
HCL Tech,"1,179.60","1,155.00","1,175.30","1,154.20",21.1,1.83
ICICI Bank,669.45,643.00,665.00,653.75,11.25,1.72
Adani Ports,692.00,670.60,688.85,677.80,11.05,1.63
Larsen,"1,666.00","1,595.00","1,658.50","1,634.45",24.05,1.47
M&M,703.05,671.15,700.65,690.55,10.1,1.46
HDFC,"2,161.95","2,046.00","2,151.70","2,121.95",29.75,1.4
Bharti Airtel,686.85,667.60,683.00,675.40,7.6,1.13
BPCL,343.00,332.70,341.60,338.00,3.6,1.07
ITC,228.45,223.75,226.90,224.95,1.95,0.87
Grasim,"1,465.70","1,407.20","1,458.20","1,446.55",11.65,0.81
IndusInd Bank,847.80,816.00,840.70,834.40,6.3,0.76
Kotak Mahindra,"1,729.50","1,672.55","1,723.10","1,711.90",11.2,0.65
Bajaj Finance,"6,217.35","5,912.90","6,161.85","6,125.00",36.85,0.6
Asian Paints,"2,736.95","2,638.00","2,723.40","2,708.45",14.95,0.55
Maruti Suzuki,"6,855.00","6,536.55","6,806.30","6,769.05",37.25,0.55
Bajaj Finserv,"14,525.00","13,951.05","14,450.70","14,373.20",77.5,0.54
Axis Bank,673.75,637.00,670.40,667.55,2.85,0.43
SBI Life Insura,"1,039.75","1,003.50","1,031.95","1,028.90",3.05,0.3
HUL,"1,958.00","1,901.55","1,949.00","1,943.95",5.05,0.26
Coal India,191.70,186.60,189.15,188.70,0.45,0.24
HDFC Bank,"1,334.00","1,292.00","1,327.80","1,324.80",3,0.23
