company_name,high,low,last_price,prev_close,change,percent_gain
Hero Motocorp,"2,724.45","2,591.45","2,701.50","2,569.70",131.8,5.13
Grasim,"1,929.00","1,846.00","1,918.70","1,857.30",61.4,3.31
ONGC,168.20,162.30,165.85,161.05,4.8,2.98
Tata Motors,526.90,512.00,525.00,509.90,15.1,2.96
UltraTechCement,"7,946.00","7,500.10","7,870.10","7,660.55",209.55,2.74
JSW Steel,704.85,675.40,699.40,682.70,16.7,2.45
Maruti Suzuki,"8,368.90","8,100.10","8,265.50","8,084.20",181.3,2.24
M&M,904.00,882.65,900.80,881.20,19.6,2.22
SBI Life Insura,"1,293.25","1,256.30","1,287.95","1,263.60",24.35,1.93
Shree Cements,"27,936.75","26,654.50","27,545.35","27,078.45",466.9,1.72
Bajaj Auto,"3,527.00","3,434.05","3,489.75","3,432.80",56.95,1.66
Tata Steel,"1,245.00","1,190.35","1,229.75","1,213.60",16.15,1.33
TCS,"4,043.00","3,962.30","4,019.15","3,968.15",51,1.29
Larsen,"2,071.95","2,042.00","2,069.40","2,044.75",24.65,1.21
Bharti Airtel,734.75,719.55,728.60,720.60,8,1.11
SBI,518.90,507.55,514.00,508.35,5.65,1.11
HUL,"2,394.20","2,345.00","2,389.55","2,363.70",25.85,1.09
Wipro,651.65,633.05,646.65,639.80,6.85,1.07
NTPC,137.35,134.45,136.60,135.35,1.25,0.92
ITC,225.60,221.35,224.60,222.60,2,0.9
Bajaj Finserv,"18,435.00","18,221.00","18,370.60","18,209.70",160.9,0.88
Eicher Motors,"2,880.00","2,804.00","2,844.30","2,819.70",24.6,0.87
BPCL,404.40,398.60,400.55,398.45,2.1,0.53
Infosys,"1,953.90","1,930.50","1,939.50","1,929.35",10.15,0.53
Reliance,"2,565.00","2,537.00","2,552.25","2,539.00",13.25,0.52
Asian Paints,"3,399.00","3,321.00","3,378.65","3,364.40",14.25,0.42
HDFC Life,675.55,668.00,674.15,671.45,2.7,0.4
IOC,125.00,123.20,123.75,123.30,0.45,0.36
TATA Cons. Prod,771.35,759.25,765.10,762.50,2.6,0.34
Divis Labs,"4,668.00","4,561.00","4,630.35","4,616.60",13.75,0.3
Bajaj Finance,"7,910.00","7,801.55","7,852.60","7,832.20",20.4,0.26
Titan Company,"2,604.30","2,550.40","2,597.55","2,592.75",4.8,0.19
IndusInd Bank,931.90,912.25,920.50,920.05,0.45,0.05
UPL,830.70,815.70,824.75,824.65,0.1,0.01
