company_name,high,low,last_price,prev_close,change,percent_gain
ONGC,153.00,145.40,151.25,144.05,7.2,5
M&M,"1,043.00",992.00,"1,034.35",998.35,36,3.61
NTPC,158.00,150.35,156.00,150.90,5.1,3.38
Coal India,195.25,185.20,192.90,187.20,5.7,3.04
JSW Steel,558.30,532.20,551.25,538.85,12.4,2.3
Apollo Hospital,"3,999.80","3,839.05","3,979.30","3,891.95",87.35,2.24
SBI Life Insura,"1,180.90","1,139.60","1,174.15","1,148.40",25.75,2.24
Power Grid Corp,235.15,228.20,232.90,228.25,4.65,2.04
Britannia,"3,700.00","3,555.25","3,647.80","3,576.25",71.55,2
Tech Mahindra,"1,192.00","1,148.65","1,180.25","1,164.00",16.25,1.4
Hindalco,428.50,412.00,422.55,416.75,5.8,1.39
TATA Cons. Prod,779.95,743.00,759.75,750.15,9.6,1.28
Eicher Motors,"2,818.65","2,717.20","2,780.75","2,758.45",22.3,0.81
Tata Steel,"1,071.90","1,037.00","1,055.65","1,047.45",8.2,0.78
Divis Labs,"3,627.95","3,530.00","3,591.30","3,566.50",24.8,0.7
Adani Ports,749.00,728.00,739.85,734.70,5.15,0.7
Cipla,"1,004.90",978.70,992.95,986.80,6.15,0.62
ITC,274.50,266.40,270.65,269.05,1.6,0.59
ICICI Bank,756.70,740.50,752.85,748.50,4.35,0.58
Asian Paints,"2,878.00","2,811.00","2,859.65","2,844.00",15.65,0.55
Wipro,480.75,470.40,478.05,476.25,1.8,0.38
Tata Motors,449.50,440.40,443.55,442.40,1.15,0.26
Bajaj Auto,"3,958.00","3,839.00","3,864.10","3,856.70",7.4,0.19
HUL,"2,367.90","2,303.90","2,353.25","2,348.95",4.3,0.18
Bharti Airtel,706.60,692.60,700.20,699.05,1.15,0.16
Hero Motocorp,"2,809.95","2,752.15","2,773.90","2,770.55",3.35,0.12
Bajaj Finserv,"13,111.95","12,773.60","12,934.00","12,924.05",9.95,0.08
HCL Tech,"1,045.80","1,020.45","1,040.75","1,039.90",0.85,0.08
