company_name,high,low,last_price,prev_close,change,percent_gain
UPL,825.00,791.70,821.60,788.95,32.65,4.14
Titan Company,"2,663.55","2,571.00","2,657.50","2,572.70",84.8,3.3
Hero Motocorp,"2,584.00","2,489.30","2,578.10","2,499.10",79,3.16
Maruti Suzuki,"8,232.00","7,924.15","8,125.60","7,906.00",219.6,2.78
Tata Motors,504.90,491.30,503.70,490.60,13.1,2.67
Larsen,"1,959.95","1,907.25","1,953.10","1,904.90",48.2,2.53
SBI,504.95,492.50,503.65,491.25,12.4,2.52
HDFC,"2,665.05","2,601.90","2,659.65","2,596.70",62.95,2.42
Coal India,161.00,157.05,160.70,156.95,3.75,2.39
Grasim,"1,845.00","1,793.60","1,838.85","1,797.65",41.2,2.29
Kotak Mahindra,"1,955.30","1,901.35","1,947.95","1,904.25",43.7,2.29
ITC,224.70,218.90,223.30,218.40,4.9,2.24
ICICI Bank,812.80,799.00,810.75,793.25,17.5,2.21
Infosys,"1,869.90","1,813.00","1,850.75","1,814.30",36.45,2.01
Axis Bank,744.00,733.20,742.80,730.60,12.2,1.67
M&M,846.75,829.70,841.95,829.00,12.95,1.56
Bajaj Auto,"3,451.25","3,404.45","3,435.10","3,392.50",42.6,1.26
IOC,120.15,118.30,119.70,118.50,1.2,1.01
SBI Life Insura,"1,240.70","1,213.30","1,229.10","1,217.40",11.7,0.96
Bajaj Finance,"7,759.00","7,669.75","7,731.30","7,659.35",71.95,0.94
Britannia,"3,778.00","3,727.90","3,768.30","3,737.35",30.95,0.83
ONGC,159.40,156.40,158.35,157.05,1.3,0.83
Tata Steel,"1,173.40","1,153.85","1,169.05","1,160.35",8.7,0.75
Tech Mahindra,"1,725.00","1,687.50","1,716.00","1,703.85",12.15,0.71
TCS,"3,978.00","3,861.00","3,879.85","3,853.50",26.35,0.68
HDFC Bank,"1,572.00","1,545.50","1,559.15","1,550.55",8.6,0.55
HDFC Life,669.70,660.00,662.95,660.30,2.65,0.4
NTPC,132.30,130.75,131.85,131.35,0.5,0.38
Adani Ports,743.00,734.10,738.85,736.10,2.75,0.37
UltraTechCement,"7,617.60","7,522.30","7,585.15","7,557.95",27.2,0.36
BPCL,399.70,395.60,397.55,396.20,1.35,0.34
Bajaj Finserv,"18,000.00","17,730.65","17,798.80","17,756.90",41.9,0.24
Cipla,917.85,908.65,916.20,914.75,1.45,0.16
Reliance,"2,457.00","2,416.05","2,438.00","2,436.00",2,0.08
Bharti Airtel,711.35,703.65,704.95,704.70,0.25,0.04
