company_name,high,low,last_price,prev_close,change,percent_gain
Apollo Hospital,"4,422.00","4,291.75","4,415.50","4,282.55",132.95,3.1
Bharti Airtel,765.00,740.40,761.25,740.40,20.85,2.82
NTPC,168.85,164.80,168.45,164.50,3.95,2.4
Shree Cements,"21,700.00","21,172.90","21,654.35","21,293.65",360.7,1.69
Tata Steel,108.80,106.05,108.60,106.90,1.7,1.59
Tata Steel,108.80,106.05,108.60,106.90,1.7,1.59
Cipla,"1,042.00","1,024.90","1,040.85","1,025.65",15.2,1.48
SBI Life Insura,"1,317.00","1,285.05","1,311.35","1,293.40",17.95,1.39
Reliance,"2,606.00","2,572.00","2,596.85","2,569.80",27.05,1.05
Hero Motocorp,"2,869.75","2,827.80","2,866.55","2,842.05",24.5,0.86
Power Grid Corp,228.00,224.00,225.05,223.40,1.65,0.74
Grasim,"1,730.75","1,704.00","1,723.05","1,710.75",12.3,0.72
Dr Reddys Labs,"4,252.00","4,185.00","4,239.20","4,214.25",24.95,0.59
Coal India,234.65,231.00,232.70,231.60,1.1,0.47
Hindalco,432.90,427.10,430.95,429.30,1.65,0.38
JSW Steel,687.00,678.50,684.55,681.95,2.6,0.38
Sun Pharma,890.70,882.55,887.75,884.60,3.15,0.36
Eicher Motors,"3,424.10","3,400.00","3,410.35","3,400.50",9.85,0.29
HCL Tech,942.90,927.05,937.80,936.00,1.8,0.19
Titan Company,"2,646.90","2,611.00","2,631.65","2,627.35",4.3,0.16
ICICI Bank,889.95,878.10,883.65,882.45,1.2,0.14
IndusInd Bank,"1,118.75","1,097.60","1,108.80","1,108.00",0.8,0.07
