company_name,high,low,last_price,prev_close,change,percent_gain
HCL Tech,"1,283.80","1,246.15","1,265.20","1,227.45",37.75,3.08
Tech Mahindra,"1,735.20","1,680.35","1,723.80","1,683.80",40,2.38
SBI Life Insura,"1,153.65","1,126.00","1,148.20","1,125.45",22.75,2.02
Wipro,702.40,690.15,698.45,694.55,3.9,0.56
Asian Paints,"3,300.00","3,261.00","3,284.80","3,267.90",16.9,0.52
Infosys,"1,875.75","1,854.00","1,863.50","1,857.60",5.9,0.32
ITC,220.45,216.45,218.00,217.30,0.7,0.32
Reliance,"2,392.00","2,337.55","2,372.80","2,365.25",7.55,0.32
TCS,"3,705.00","3,644.80","3,670.90","3,662.70",8.2,0.22
JSW Steel,655.45,639.30,651.30,650.25,1.05,0.16
Nestle,"19,434.05","19,171.10","19,224.20","19,208.55",15.65,0.08
