company_name,high,low,last_price,prev_close,change,percent_gain
Bajaj Finserv,"11,870.00","11,400.00","11,809.70","11,336.50",473.2,4.17
Tata Motors,416.40,407.45,414.10,405.15,8.95,2.21
Bajaj Finance,"5,499.90","5,396.15","5,484.95","5,375.75",109.2,2.03
Hero Motocorp,"2,628.00","2,557.60","2,605.30","2,557.60",47.7,1.87
Grasim,"1,341.00","1,307.95","1,331.70","1,309.35",22.35,1.71
Divis Labs,"3,589.90","3,520.45","3,581.10","3,525.65",55.45,1.57
HDFC Life,582.20,571.15,579.75,572.40,7.35,1.28
Larsen,"1,567.00","1,539.05","1,560.35","1,544.65",15.7,1.02
Asian Paints,"2,683.60","2,627.10","2,661.15","2,635.40",25.75,0.98
SBI,455.45,448.60,451.35,448.10,3.25,0.73
M&M,"1,039.30","1,020.00","1,025.50","1,019.25",6.25,0.61
Dr Reddys Labs,"4,349.10","4,287.05","4,335.50","4,311.05",24.45,0.57
Shree Cements,"19,375.00","19,051.00","19,314.20","19,208.85",105.35,0.55
Maruti Suzuki,"7,929.00","7,816.00","7,853.45","7,811.65",41.8,0.54
UltraTechCement,"5,473.55","5,401.00","5,454.15","5,428.60",25.55,0.47
Apollo Hospital,"3,756.10","3,645.90","3,722.70","3,706.20",16.5,0.45
Bajaj Auto,"3,742.65","3,645.00","3,698.10","3,681.75",16.35,0.44
Cipla,974.90,964.00,968.80,964.70,4.1,0.43
ICICI Bank,696.35,686.10,687.25,685.50,1.75,0.26
TATA Cons. Prod,746.45,732.50,737.75,735.85,1.9,0.26
JSW Steel,569.00,557.05,563.00,561.90,1.1,0.2
Titan Company,"2,127.50","2,090.00","2,105.05","2,102.00",3.05,0.15
Britannia,"3,402.90","3,352.05","3,385.40","3,382.85",2.55,0.08
Bharti Airtel,685.00,673.50,682.10,682.05,0.05,0.01
