company_name,high,low,last_price,prev_close,change,percent_gain
IndusInd Bank,"1,026.00",966.45,"1,018.10",978.55,39.55,4.04
Coal India,188.90,178.85,187.65,182.85,4.8,2.63
Tata Steel,"1,302.75","1,248.75","1,295.20","1,271.05",24.15,1.9
Power Grid Corp,233.25,225.90,231.55,227.75,3.8,1.67
HDFC,"2,270.00","2,184.00","2,264.00","2,229.70",34.3,1.54
ITC,264.50,257.05,263.15,259.55,3.6,1.39
HDFC Bank,"1,406.45","1,362.05","1,403.70","1,384.60",19.1,1.38
Shree Cements,"26,284.75","25,601.45","26,230.20","25,921.50",308.7,1.19
BPCL,367.95,357.65,366.45,362.60,3.85,1.06
UPL,837.70,812.70,830.25,822.90,7.35,0.89
NTPC,158.35,153.00,157.50,156.20,1.3,0.83
UltraTechCement,"6,730.00","6,542.90","6,679.00","6,630.25",48.75,0.74
JSW Steel,734.20,709.05,731.95,727.15,4.8,0.66
Nestle,"18,480.00","18,210.00","18,440.55","18,330.30",110.25,0.6
Hindalco,486.00,469.50,484.40,482.65,1.75,0.36
Bharti Airtel,742.95,730.35,741.35,739.00,2.35,0.32
Bajaj Finserv,"15,022.75","14,600.05","14,957.45","14,911.15",46.3,0.31
Divis Labs,"4,554.20","4,465.05","4,509.65","4,505.40",4.25,0.09
TATA Cons. Prod,828.65,810.00,824.40,823.75,0.65,0.08
Adani Ports,862.85,838.05,856.55,856.40,0.15,0.02
