company_name,high,low,last_price,prev_close,change,percent_gain
Tata Motors,419.35,387.00,404.30,372.30,32,8.6
Sun Pharma,889.00,860.15,882.50,850.00,32.5,3.82
M&M,905.00,870.10,889.50,865.25,24.25,2.8
HUL,"2,218.00","2,154.15","2,194.10","2,138.80",55.3,2.59
ITC,260.85,254.50,258.60,252.90,5.7,2.25
UPL,795.00,772.10,781.55,764.95,16.6,2.17
Titan Company,"2,154.00","2,056.15","2,091.70","2,048.55",43.15,2.11
Eicher Motors,"2,483.00","2,397.85","2,432.65","2,384.65",48,2.01
Hero Motocorp,"2,500.00","2,414.95","2,449.15","2,401.20",47.95,2
Britannia,"3,321.00","3,225.00","3,278.50","3,216.85",61.65,1.92
Bajaj Auto,"3,736.00","3,618.05","3,642.10","3,585.00",57.1,1.59
Cipla,940.10,922.20,934.60,920.75,13.85,1.5
Dr Reddys Labs,"3,979.00","3,890.50","3,924.30","3,880.00",44.3,1.14
Divis Labs,"4,354.70","4,254.05","4,281.10","4,233.40",47.7,1.13
Nestle,"16,562.30","16,304.90","16,402.95","16,220.00",182.95,1.13
Reliance,"2,478.00","2,415.35","2,426.60","2,399.40",27.2,1.13
Kotak Mahindra,"1,795.00","1,756.00","1,779.55","1,760.90",18.65,1.06
Coal India,173.65,168.00,168.70,167.05,1.65,0.99
Asian Paints,"3,116.25","3,035.30","3,064.00","3,039.95",24.05,0.79
HDFC Life,565.85,548.05,550.75,547.25,3.5,0.64
Larsen,"1,574.90","1,502.00","1,534.50","1,526.15",8.35,0.55
IndusInd Bank,894.15,868.75,872.35,869.90,2.45,0.28
TCS,"3,439.90","3,382.15","3,414.90","3,408.65",6.25,0.18
UltraTechCement,"6,292.80","6,142.80","6,196.55","6,185.45",11.1,0.18
Power Grid Corp,239.85,233.10,236.30,235.90,0.4,0.17
