company_name,high,low,last_price,prev_close,change,percent_gain
IndusInd Bank,962.00,892.60,948.10,879.30,68.8,7.82
Bajaj Finance,"6,283.15","6,036.00","6,266.90","6,074.40",192.5,3.17
TATA Cons. Prod,820.65,793.35,818.30,795.00,23.3,2.93
UPL,706.95,685.50,705.00,686.25,18.75,2.73
Bajaj Finserv,"12,757.35","12,381.05","12,716.45","12,420.75",295.7,2.38
Asian Paints,"3,084.95","2,981.00","3,066.10","3,006.45",59.65,1.98
Hindalco,379.50,370.85,375.95,369.35,6.6,1.79
BPCL,324.00,316.00,322.70,317.10,5.6,1.77
Grasim,"1,467.80","1,442.15","1,464.60","1,441.65",22.95,1.59
Power Grid Corp,213.20,209.45,212.30,209.25,3.05,1.46
Larsen,"1,768.95","1,715.10","1,765.15","1,739.95",25.2,1.45
Adani Ports,756.90,741.20,754.25,743.55,10.7,1.44
Divis Labs,"3,800.00","3,741.60","3,794.50","3,741.65",52.85,1.41
Axis Bank,718.45,704.35,715.55,705.70,9.85,1.4
Bajaj Auto,"4,070.60","3,993.45","4,057.05","4,002.05",55,1.37
Nestle,"18,889.95","18,593.75","18,839.95","18,617.10",222.85,1.2
Eicher Motors,"3,092.10","3,031.00","3,081.20","3,045.00",36.2,1.19
Infosys,"1,535.45","1,503.10","1,532.90","1,515.30",17.6,1.16
Shree Cements,"20,510.00","20,101.00","20,442.95","20,208.20",234.75,1.16
Bharti Airtel,679.95,671.20,678.35,670.65,7.7,1.15
Apollo Hospital,"4,169.85","4,096.35","4,150.05","4,110.25",39.8,0.97
M&M,"1,180.00","1,164.80","1,175.15","1,165.65",9.5,0.81
HCL Tech,926.95,913.55,924.45,917.40,7.05,0.77
Titan Company,"2,298.00","2,264.00","2,288.60","2,271.20",17.4,0.77
Hero Motocorp,"2,854.00","2,815.05","2,847.80","2,826.75",21.05,0.74
HDFC Life,532.35,519.05,529.10,525.20,3.9,0.74
Britannia,"3,865.75","3,821.00","3,855.50","3,828.30",27.2,0.71
SBI,513.40,506.75,512.05,508.60,3.45,0.68
UltraTechCement,"6,149.15","6,036.00","6,130.70","6,089.00",41.7,0.68
Tata Steel,938.85,924.50,934.30,928.45,5.85,0.63
Maruti Suzuki,"8,831.90","8,722.05","8,797.00","8,749.05",47.95,0.55
HDFC,"2,250.40","2,225.00","2,242.40","2,231.40",11,0.49
Wipro,417.50,402.60,414.00,412.10,1.9,0.46
ITC,302.20,298.00,299.55,298.20,1.35,0.45
ONGC,133.50,131.80,133.10,132.55,0.55,0.41
TCS,"3,184.00","3,144.05","3,177.30","3,164.80",12.5,0.39
Coal India,199.45,196.30,198.60,197.85,0.75,0.38
ICICI Bank,788.95,780.10,786.00,783.10,2.9,0.37
Tata Motors,455.50,450.10,454.85,453.45,1.4,0.31
Tata Motors,455.50,450.10,454.85,453.45,1.4,0.31
Sun Pharma,877.90,863.70,869.65,867.50,2.15,0.25
NTPC,151.25,150.00,150.85,150.55,0.3,0.2
HUL,"2,629.90","2,591.70","2,607.45","2,604.50",2.95,0.11
