company_name,high,low,last_price,prev_close,change,percent_gain
Coal India,185.65,171.00,184.80,169.55,15.25,8.99
HDFC Life,563.00,509.05,560.80,523.20,37.6,7.19
SBI Life Insura,"1,125.00","1,056.05","1,121.15","1,060.15",61,5.75
Tata Steel,"1,299.60","1,218.55","1,289.35","1,220.75",68.6,5.62
Hindalco,614.25,575.25,600.10,573.75,26.35,4.59
UPL,697.00,659.50,689.55,665.45,24.1,3.62
JSW Steel,654.00,622.15,644.60,627.45,17.15,2.73
Titan Company,"2,604.80","2,524.35","2,592.65","2,546.55",46.1,1.81
Reliance,"2,401.00","2,329.20","2,398.55","2,359.55",39,1.65
ONGC,168.35,161.90,162.95,160.65,2.3,1.43
Nestle,"17,889.40","17,457.05","17,844.60","17,639.15",205.45,1.16
Axis Bank,756.45,725.00,750.25,742.40,7.85,1.06
Power Grid Corp,213.15,206.20,210.90,209.15,1.75,0.84
Adani Ports,717.90,697.60,710.30,707.50,2.8,0.4
Bajaj Finserv,"16,157.15","15,632.00","16,053.00","16,012.55",40.45,0.25
