company_name,high,low,last_price,prev_close,change,percent_gain
Hindalco,464.65,447.35,463.35,445.45,17.9,4.02
Tata Motors,472.15,458.15,470.50,453.60,16.9,3.73
Divis Labs,"4,584.00","4,385.00","4,563.50","4,405.70",157.8,3.58
Bajaj Finance,"6,790.75","6,623.80","6,771.20","6,577.55",193.65,2.94
Eicher Motors,"2,495.00","2,425.00","2,486.85","2,416.65",70.2,2.9
UPL,757.00,735.00,754.30,733.65,20.65,2.81
Bharti Airtel,686.00,667.00,684.75,667.00,17.75,2.66
Sun Pharma,801.00,777.50,797.50,778.55,18.95,2.43
Larsen,"1,879.55","1,827.55","1,871.00","1,827.55",43.45,2.38
Reliance,"2,371.90","2,322.00","2,366.10","2,311.25",54.85,2.37
BPCL,373.80,365.20,372.45,364.20,8.25,2.27
SBI,457.30,449.00,455.85,446.00,9.85,2.21
Tata Steel,"1,131.00","1,110.00","1,128.85","1,105.10",23.75,2.15
ICICI Bank,734.95,720.05,732.80,720.35,12.45,1.73
IndusInd Bank,885.00,861.00,871.75,857.20,14.55,1.7
Tech Mahindra,"1,661.70","1,631.75","1,659.75","1,632.95",26.8,1.64
Kotak Mahindra,"1,770.00","1,733.15","1,762.40","1,736.55",25.85,1.49
HCL Tech,"1,226.00","1,210.10","1,222.80","1,205.00",17.8,1.48
Maruti Suzuki,"7,454.00","7,305.50","7,423.75","7,315.15",108.6,1.48
Shree Cements,"26,268.60","25,677.05","26,197.25","25,837.45",359.8,1.39
TATA Cons. Prod,717.55,703.80,714.95,705.70,9.25,1.31
M&M,827.20,811.00,818.70,812.20,6.5,0.8
Bajaj Finserv,"16,184.95","15,830.00","15,945.90","15,831.95",113.95,0.72
Infosys,"1,829.15","1,812.35","1,824.70","1,811.60",13.1,0.72
UltraTechCement,"7,425.00","7,312.45","7,377.25","7,327.35",49.9,0.68
TCS,"3,636.80","3,606.25","3,630.75","3,608.30",22.45,0.62
Dr Reddys Labs,"4,679.30","4,610.00","4,648.50","4,620.90",27.6,0.6
ONGC,137.95,135.30,136.80,136.05,0.75,0.55
Titan Company,"2,308.10","2,282.35","2,299.75","2,287.65",12.1,0.53
Axis Bank,676.85,664.00,669.35,665.85,3.5,0.53
Coal India,149.40,144.45,145.35,144.65,0.7,0.48
JSW Steel,666.15,657.65,661.00,658.30,2.7,0.41
Cipla,893.85,880.95,889.70,886.75,2.95,0.33
NTPC,123.90,121.65,122.55,122.20,0.35,0.29
Asian Paints,"3,285.65","3,241.00","3,280.10","3,271.35",8.75,0.27
HDFC Bank,"1,456.00","1,435.70","1,445.20","1,441.80",3.4,0.24
HUL,"2,317.40","2,269.00","2,277.65","2,272.85",4.8,0.21
HDFC Life,643.30,636.00,639.90,638.75,1.15,0.18
Bajaj Auto,"3,173.55","3,126.00","3,135.85","3,130.80",5.05,0.16
Grasim,"1,662.00","1,629.20","1,638.60","1,636.45",2.15,0.13
Hero Motocorp,"2,366.00","2,337.30","2,348.80","2,347.40",1.4,0.06
