company_name,high,low,last_price,prev_close,change,percent_gain
ONGC,189.80,167.10,186.95,165.25,21.7,13.13
Hindalco,623.00,586.75,619.75,583.80,35.95,6.16
Coal India,192.00,181.70,188.70,181.00,7.7,4.25
Bharti Airtel,679.35,639.00,675.40,653.70,21.7,3.32
UPL,735.00,685.75,731.90,713.75,18.15,2.54
HCL Tech,"1,161.40","1,110.50","1,154.20","1,138.45",15.75,1.38
Tata Steel,"1,301.80","1,264.00","1,291.90","1,277.10",14.8,1.16
Cipla,946.00,917.05,941.15,931.20,9.95,1.07
Infosys,"1,751.00","1,696.00","1,739.85","1,723.30",16.55,0.96
JSW Steel,643.00,622.50,637.15,631.95,5.2,0.82
