company_name,high,low,last_price,prev_close,change,percent_gain
NTPC,144.00,138.00,140.15,135.00,5.15,3.81
UPL,806.50,777.55,790.25,771.95,18.3,2.37
Sun Pharma,842.90,812.10,827.35,812.10,15.25,1.88
ONGC,174.70,166.25,168.80,165.70,3.1,1.87
IndusInd Bank,925.75,895.00,903.55,888.10,15.45,1.74
TATA Cons. Prod,729.90,706.50,717.90,705.95,11.95,1.69
ITC,219.25,215.10,217.60,214.60,3,1.4
Wipro,564.95,546.65,552.15,544.75,7.4,1.36
M&M,896.00,860.40,869.65,858.05,11.6,1.35
Bharti Airtel,754.00,701.65,715.80,707.25,8.55,1.21
IOC,127.05,123.30,124.10,122.70,1.4,1.14
TCS,"3,729.80","3,646.00","3,690.05","3,649.25",40.8,1.12
Coal India,165.00,160.60,161.65,160.55,1.1,0.69
Shree Cements,"24,597.80","23,943.90","24,124.70","23,961.80",162.9,0.68
Grasim,"1,736.35","1,691.05","1,697.00","1,687.05",9.95,0.59
Tata Motors,509.35,495.30,497.30,494.40,2.9,0.59
HDFC,"2,556.80","2,488.70","2,516.50","2,503.35",13.15,0.53
Cipla,942.00,917.45,932.25,927.60,4.65,0.5
Kotak Mahindra,"1,956.90","1,888.65","1,898.30","1,889.25",9.05,0.48
Infosys,"1,727.55","1,679.50","1,686.20","1,678.60",7.6,0.45
Bajaj Finance,"7,045.60","6,845.00","6,867.25","6,837.00",30.25,0.44
Britannia,"3,595.00","3,494.15","3,509.65","3,494.15",15.5,0.44
JSW Steel,645.90,625.55,628.05,626.10,1.95,0.31
Hindalco,506.60,488.45,490.35,489.15,1.2,0.25
HCL Tech,"1,102.20","1,077.25","1,080.45","1,077.75",2.7,0.25
Titan Company,"2,377.80","2,308.00","2,315.60","2,310.05",5.55,0.24
Adani Ports,732.80,707.50,710.15,709.10,1.05,0.15
UltraTechCement,"7,266.40","7,094.00","7,109.85","7,100.70",9.15,0.13
BPCL,393.50,381.35,382.50,382.20,0.3,0.08
Divis Labs,"4,070.00","3,930.15","3,940.70","3,939.85",0.85,0.02
