company_name,high,low,last_price,prev_close,change,percent_gain
Cipla,"1,046.90","1,015.00","1,044.50","1,011.85",32.65,3.23
Nestle,"19,923.80","19,396.10","19,850.00","19,365.90",484.1,2.5
Sun Pharma,920.00,895.60,918.50,897.00,21.5,2.4
Infosys,"1,603.85","1,574.95","1,599.90","1,566.10",33.8,2.16
Apollo Hospital,"4,409.00","4,310.00","4,395.80","4,310.05",85.75,1.99
Hindalco,433.00,418.40,421.70,414.25,7.45,1.8
JSW Steel,673.45,652.90,664.35,652.80,11.55,1.77
Divis Labs,"3,904.00","3,811.75","3,888.15","3,820.85",67.3,1.76
Dr Reddys Labs,"4,159.30","4,089.05","4,147.95","4,096.30",51.65,1.26
Wipro,440.30,427.10,435.50,432.35,3.15,0.73
M&M,"1,265.00","1,239.05","1,261.80","1,253.70",8.1,0.65
Asian Paints,"3,476.95","3,410.90","3,460.50","3,439.65",20.85,0.61
Tata Steel,109.50,106.05,107.70,107.05,0.65,0.61
Tata Steel,109.50,106.05,107.70,107.05,0.65,0.61
TCS,"3,387.90","3,307.35","3,354.95","3,339.50",15.45,0.46
ITC,310.35,307.15,309.50,308.15,1.35,0.44
ONGC,137.15,134.00,136.25,135.65,0.6,0.44
Tech Mahindra,"1,072.70","1,036.20","1,056.05","1,052.65",3.4,0.32
Titan Company,"2,430.45","2,370.95","2,423.65","2,416.40",7.25,0.3
Bajaj Finance,"7,385.00","7,205.00","7,316.65","7,296.35",20.3,0.28
Eicher Motors,"3,196.50","3,101.00","3,145.80","3,138.20",7.6,0.24
Tata Motors,473.95,456.45,468.90,467.80,1.1,0.24
Tata Motors,473.95,456.45,468.90,467.80,1.1,0.24
Bajaj Auto,"4,035.00","3,976.00","4,011.70","4,003.45",8.25,0.21
Hero Motocorp,"2,827.95","2,779.15","2,807.00","2,801.90",5.1,0.18
Bharti Airtel,698.50,680.70,694.30,693.15,1.15,0.17
Britannia,"3,792.00","3,726.00","3,775.05","3,770.00",5.05,0.13
HCL Tech,969.95,945.80,958.10,957.20,0.9,0.09
Maruti Suzuki,"9,048.00","8,830.00","8,966.70","8,959.45",7.25,0.08
HUL,"2,643.45","2,615.00","2,627.95","2,626.35",1.6,0.06
UPL,740.95,721.40,731.75,731.35,0.4,0.05
BPCL,337.75,329.70,333.95,333.90,0.05,0.01
Adani Ports,820.50,796.50,807.25,807.20,0.05,0.01
