company_name,high,low,last_price,prev_close,change,percent_gain
Adani Ports,860.90,826.00,848.05,818.55,29.5,3.6
NTPC,150.60,144.75,149.10,144.30,4.8,3.33
Tata Motors,461.90,448.30,458.05,446.75,11.3,2.53
Power Grid Corp,234.60,226.90,233.05,227.40,5.65,2.48
TATA Cons. Prod,810.00,788.20,806.65,788.10,18.55,2.35
ONGC,172.75,169.30,171.85,168.05,3.8,2.26
Shree Cements,"25,270.00","24,682.50","25,157.95","24,765.05",392.9,1.59
ITC,261.85,255.10,259.45,255.45,4,1.57
Eicher Motors,"2,600.00","2,510.00","2,543.45","2,508.95",34.5,1.38
Grasim,"1,712.00","1,669.55","1,702.30","1,679.70",22.6,1.35
Titan Company,"2,577.80","2,520.05","2,549.20","2,517.00",32.2,1.28
Bajaj Auto,"3,819.95","3,765.00","3,809.70","3,763.65",46.05,1.22
TCS,"3,835.60","3,772.00","3,814.80","3,770.35",44.45,1.18
UPL,800.65,790.30,793.55,784.35,9.2,1.17
Nestle,"18,060.00","17,718.40","18,023.20","17,820.15",203.05,1.14
Britannia,"3,314.95","3,271.90","3,303.40","3,270.00",33.4,1.02
Hero Motocorp,"2,352.65","2,315.00","2,332.25","2,311.75",20.5,0.89
Asian Paints,"3,157.00","3,080.00","3,140.80","3,118.00",22.8,0.73
HCL Tech,"1,203.00","1,184.10","1,195.45","1,187.05",8.4,0.71
HUL,"2,158.00","2,127.00","2,139.80","2,128.45",11.35,0.53
Larsen,"1,845.00","1,827.00","1,836.05","1,826.35",9.7,0.53
M&M,852.00,833.70,836.55,833.70,2.85,0.34
Sun Pharma,940.70,924.15,929.10,926.05,3.05,0.33
Dr Reddys Labs,"4,408.00","4,302.75","4,329.90","4,317.15",12.75,0.3
IOC,123.50,122.35,122.65,122.30,0.35,0.29
Tata Steel,"1,358.00","1,329.25","1,344.90","1,341.90",3,0.22
JSW Steel,746.00,730.15,733.45,732.70,0.75,0.1
Coal India,188.95,186.85,187.90,187.75,0.15,0.08
