company_name,high,low,last_price,prev_close,change,percent_gain
ONGC,162.95,154.20,161.85,153.95,7.9,5.13
Coal India,199.95,193.60,197.55,194.85,2.7,1.39
NTPC,157.70,153.50,157.25,155.20,2.05,1.32
Maruti Suzuki,"7,820.00","7,555.00","7,809.40","7,710.55",98.85,1.28
Hero Motocorp,"2,578.05","2,500.00","2,570.85","2,540.75",30.1,1.18
Tata Motors,438.20,429.10,435.85,432.35,3.5,0.81
M&M,"1,045.00","1,018.10","1,042.55","1,035.95",6.6,0.64
Bajaj Auto,"3,853.65","3,765.00","3,834.10","3,817.00",17.1,0.45
Bharti Airtel,687.25,673.30,685.30,682.95,2.35,0.34
BPCL,322.60,317.00,320.25,319.35,0.9,0.28
Reliance,"2,791.10","2,752.05","2,772.75","2,767.55",5.2,0.19
Power Grid Corp,226.25,223.70,225.00,224.80,0.2,0.09
Divis Labs,"3,515.85","3,450.10","3,501.25","3,499.65",1.6,0.05
