company_name,high,low,last_price,prev_close,change,percent_gain
Eicher Motors,"2,674.45","2,541.70","2,651.50","2,536.80",114.7,4.52
Coal India,207.90,201.00,206.90,199.10,7.8,3.92
M&M,914.00,880.75,911.00,881.25,29.75,3.38
Maruti Suzuki,"7,899.80","7,686.05","7,879.20","7,666.70",212.5,2.77
Adani Ports,858.90,832.30,850.50,827.65,22.85,2.76
Asian Paints,"3,174.40","3,086.05","3,158.25","3,083.00",75.25,2.44
Reliance,"2,789.00","2,732.00","2,782.10","2,718.45",63.65,2.34
HDFC,"2,246.60","2,181.20","2,230.65","2,180.20",50.45,2.31
Kotak Mahindra,"1,773.45","1,724.05","1,760.85","1,721.30",39.55,2.3
Sun Pharma,946.00,920.60,944.10,923.50,20.6,2.23
Apollo Hospital,"4,903.65","4,770.10","4,885.25","4,780.95",104.3,2.18
Bajaj Finserv,"16,021.00","15,592.65","15,835.75","15,509.30",326.45,2.1
HDFC Life,575.70,557.05,570.95,559.30,11.65,2.08
TCS,"3,644.00","3,567.40","3,628.65","3,556.80",71.85,2.02
BPCL,398.80,390.00,397.70,389.95,7.75,1.99
Infosys,"1,627.20","1,589.25","1,618.80","1,587.70",31.1,1.96
Hero Motocorp,"2,321.75","2,277.00","2,317.65","2,274.85",42.8,1.88
IndusInd Bank,992.70,976.10,989.25,972.55,16.7,1.72
Tata Motors,449.35,441.05,448.05,440.55,7.5,1.7
Britannia,"3,369.95","3,274.40","3,359.90","3,304.20",55.7,1.69
Divis Labs,"4,550.00","4,433.05","4,529.05","4,455.65",73.4,1.65
Grasim,"1,769.95","1,734.50","1,764.25","1,736.60",27.65,1.59
Titan Company,"2,524.95","2,466.00","2,521.00","2,482.70",38.3,1.54
HUL,"2,203.75","2,168.00","2,197.95","2,164.95",33,1.52
Bajaj Finance,"7,187.00","7,047.30","7,138.10","7,032.50",105.6,1.5
HDFC Bank,"1,379.80","1,353.30","1,374.35","1,354.30",20.05,1.48
SBI Life Insura,"1,148.60","1,125.20","1,144.55","1,128.35",16.2,1.44
NTPC,163.40,160.35,162.70,160.50,2.2,1.37
SBI,518.00,512.20,516.30,509.30,7,1.37
Larsen,"1,725.80","1,700.00","1,714.50","1,691.60",22.9,1.35
Shree Cements,"26,100.00","25,625.10","26,056.55","25,713.85",342.7,1.33
TATA Cons. Prod,822.00,804.25,820.05,810.45,9.6,1.18
HCL Tech,"1,105.05","1,081.10","1,099.20","1,089.40",9.8,0.9
ICICI Bank,764.20,751.20,762.35,755.55,6.8,0.9
Axis Bank,804.00,790.55,801.80,794.70,7.1,0.89
Dr Reddys Labs,"4,351.55","4,310.00","4,320.30","4,293.40",26.9,0.63
UltraTechCement,"6,887.00","6,808.00","6,846.50","6,807.15",39.35,0.58
Wipro,542.50,537.35,539.20,536.50,2.7,0.5
UPL,833.65,821.00,829.15,825.25,3.9,0.47
ITC,264.45,259.60,260.40,259.55,0.85,0.33
Tech Mahindra,"1,319.00","1,297.45","1,312.70","1,309.20",3.5,0.27
Power Grid Corp,228.65,225.25,227.25,227.00,0.25,0.11
