company_name,high,low,last_price,prev_close,change,percent_gain
Asian Paints,"3,375.00","3,273.00","3,368.20","3,272.40",95.8,2.93
Sun Pharma,819.90,794.20,815.10,794.10,21,2.64
M&M,840.00,819.05,838.70,818.55,20.15,2.46
UltraTechCement,"7,417.00","7,275.00","7,406.10","7,245.05",161.05,2.22
Titan Company,"2,384.95","2,327.50","2,379.85","2,331.30",48.55,2.08
Coal India,149.25,146.25,148.85,146.05,2.8,1.92
Tata Motors,482.80,472.65,480.20,471.15,9.05,1.92
NTPC,124.60,121.95,124.10,121.85,2.25,1.85
Larsen,"1,909.00","1,872.10","1,899.50","1,866.20",33.3,1.78
Eicher Motors,"2,519.35","2,452.00","2,480.40","2,438.95",41.45,1.7
BPCL,381.40,375.00,380.40,374.40,6,1.6
Shree Cements,"26,750.30","26,328.45","26,716.80","26,295.20",421.6,1.6
ONGC,140.50,138.50,139.50,137.35,2.15,1.57
IOC,112.50,111.20,112.30,110.75,1.55,1.4
SBI Life Insura,"1,182.50","1,161.60","1,177.60","1,161.95",15.65,1.35
HCL Tech,"1,289.00","1,270.00","1,283.90","1,267.20",16.7,1.32
Grasim,"1,639.40","1,612.00","1,621.95","1,602.55",19.4,1.21
Reliance,"2,404.85","2,373.05","2,398.40","2,370.25",28.15,1.19
Hindalco,459.15,452.80,458.15,452.80,5.35,1.18
Tech Mahindra,"1,823.00","1,776.10","1,806.10","1,785.00",21.1,1.18
TATA Cons. Prod,729.55,719.40,726.95,718.50,8.45,1.18
Divis Labs,"4,535.60","4,476.20","4,525.35","4,473.20",52.15,1.17
Infosys,"1,895.90","1,878.40","1,888.00","1,866.15",21.85,1.17
ITC,220.60,218.00,220.05,217.55,2.5,1.15
Britannia,"3,562.00","3,511.10","3,550.65","3,513.20",37.45,1.07
Adani Ports,738.90,725.20,729.25,723.20,6.05,0.84
Wipro,707.50,701.55,705.45,699.60,5.85,0.84
Bajaj Auto,"3,187.55","3,150.00","3,176.05","3,154.10",21.95,0.7
HDFC Bank,"1,466.90","1,453.40","1,460.80","1,450.80",10,0.69
SBI,462.90,459.05,461.20,458.05,3.15,0.69
UPL,765.00,757.20,761.75,756.60,5.15,0.68
Hero Motocorp,"2,425.00","2,395.90","2,417.80","2,402.00",15.8,0.66
JSW Steel,661.40,652.45,657.35,653.05,4.3,0.66
Bharti Airtel,683.50,675.05,680.05,675.75,4.3,0.64
Bajaj Finserv,"16,249.00","16,021.65","16,100.85","16,013.10",87.75,0.55
Tata Steel,"1,131.50","1,122.00","1,127.45","1,121.80",5.65,0.5
Axis Bank,680.85,672.00,675.45,672.15,3.3,0.49
HDFC Life,643.65,639.00,642.30,639.75,2.55,0.4
Cipla,936.30,923.05,933.30,930.25,3.05,0.33
HUL,"2,318.40","2,297.75","2,309.10","2,301.40",7.7,0.33
TCS,"3,725.00","3,693.85","3,706.55","3,696.10",10.45,0.28
Nestle,"19,468.55","19,235.00","19,355.00","19,302.35",52.65,0.27
HDFC,"2,587.85","2,548.00","2,565.35","2,558.85",6.5,0.25
Bajaj Finance,"6,980.00","6,861.75","6,906.65","6,890.75",15.9,0.23
Dr Reddys Labs,"4,773.60","4,703.05","4,743.80","4,736.90",6.9,0.15
Maruti Suzuki,"7,359.00","7,255.10","7,297.45","7,289.50",7.95,0.11
Kotak Mahindra,"1,789.70","1,765.55","1,774.90","1,773.45",1.45,0.08
