company_name,high,low,last_price,prev_close,change,percent_gain
Shree Cements,"24,880.00","23,146.90","24,458.45","23,181.05","1,277.40",5.51
BPCL,340.85,329.65,339.85,326.85,13.00,3.98
Axis Bank,782.20,757.10,779.75,755.40,24.35,3.22
Tech Mahindra,"1,092.90","1,067.10","1,089.60","1,055.85",33.75,3.2
ICICI Bank,900.80,885.50,898.80,876.20,22.60,2.58
M&M,"1,331.95","1,302.00","1,321.90","1,289.70",32.20,2.5
Bharti Airtel,776.00,757.05,769.80,753.10,16.70,2.22
SBI,546.30,535.50,544.65,532.85,11.80,2.21
UltraTechCement,"6,939.00","6,780.00","6,919.65","6,770.80",148.85,2.2
Bajaj Finserv,"17,490.00","17,042.00","17,382.85","17,055.60",327.25,1.92
IndusInd Bank,"1,115.00","1,097.40","1,108.30","1,089.95",18.35,1.68
Asian Paints,"3,484.65","3,427.40","3,450.15","3,400.35",49.80,1.46
Wipro,414.35,409.60,412.80,407.45,5.35,1.31
HDFC Life,586.00,578.00,584.35,576.95,7.40,1.28
Bajaj Finance,"7,279.45","7,175.00","7,257.65","7,166.50",91.15,1.27
Infosys,"1,481.10","1,463.60","1,475.90","1,457.65",18.25,1.25
Eicher Motors,"3,463.50","3,400.60","3,425.75","3,383.65",42.10,1.24
ITC,330.60,327.50,329.90,326.10,3.80,1.17
Adani Ports,888.40,867.00,885.05,874.90,10.15,1.16
Kotak Mahindra,"1,938.00","1,912.00","1,930.05","1,908.25",21.80,1.14
Grasim,"1,772.50","1,750.05","1,769.85","1,750.15",19.70,1.13
HDFC Bank,"1,500.00","1,482.15","1,497.60","1,482.30",15.30,1.03
HDFC,"2,454.00","2,428.00","2,449.65","2,427.80",21.85,0.9
Apollo Hospital,"4,444.90","4,361.00","4,414.80","4,376.50",38.30,0.88
Larsen,"1,977.00","1,947.55","1,974.40","1,958.10",16.30,0.83
TCS,"3,183.50","3,160.10","3,169.65","3,149.60",20.05,0.64
Dr Reddys Labs,"4,296.95","4,252.70","4,271.65","4,249.30",22.35,0.53
HUL,"2,596.00","2,563.00","2,577.15","2,564.60",12.55,0.49
Cipla,"1,059.75","1,044.00","1,056.05","1,051.50",4.55,0.43
Reliance,"2,598.00","2,571.00","2,585.40","2,581.75",3.65,0.14
Britannia,"3,687.00","3,632.90","3,672.65","3,667.90",4.75,0.13
JSW Steel,691.10,679.30,685.35,684.60,0.75,0.11
Hero Motocorp,"2,873.50","2,846.00","2,857.30","2,854.75",2.55,0.09
Maruti Suzuki,"8,885.10","8,780.00","8,790.65","8,784.90",5.75,0.07
Sun Pharma,900.75,887.00,894.30,893.75,0.55,0.06
Bajaj Auto,"3,879.95","3,840.00","3,846.60","3,845.65",0.95,0.02
