company_name,high,low,last_price,prev_close,change,percent_gain
Bajaj Finserv,"1,813.45","1,752.00","1,805.35","1,713.81",91.54,5.34
Bajaj Finserv,"1,813.45","1,752.00","1,805.35","1,713.81",91.54,5.34
IndusInd Bank,"1,225.00","1,142.30","1,215.75","1,163.80",51.95,4.46
NTPC,173.05,165.00,172.35,167.40,4.95,2.96
Power Grid Corp,233.20,224.70,232.55,226.80,5.75,2.54
SBI,574.85,549.25,571.75,558.00,13.75,2.46
Kotak Mahindra,"1,977.80","1,892.00","1,954.70","1,923.40",31.3,1.63
Tata Steel,110.40,105.80,109.15,107.75,1.4,1.3
Tata Steel,110.40,105.80,109.15,107.75,1.4,1.3
Hindalco,447.90,424.10,442.00,436.65,5.35,1.23
Bajaj Finance,"7,560.00","7,272.15","7,483.45","7,403.45",80,1.08
HDFC Bank,"1,538.90","1,492.35","1,528.65","1,513.10",15.55,1.03
ICICI Bank,922.25,898.05,918.10,910.00,8.1,0.89
Shree Cements,"24,299.00","23,505.10","24,131.35","23,932.30",199.05,0.83
Eicher Motors,"3,563.95","3,452.00","3,541.80","3,522.00",19.8,0.56
Asian Paints,"3,448.50","3,380.00","3,438.95","3,422.20",16.75,0.49
Maruti Suzuki,"9,000.00","8,825.70","8,967.20","8,926.50",40.7,0.46
Coal India,233.80,229.55,231.95,231.30,0.65,0.28
ITC,339.00,330.95,335.35,334.40,0.95,0.28
JSW Steel,701.80,682.00,692.85,691.05,1.8,0.26
Nestle,"19,234.35","18,870.95","19,108.75","19,063.65",45.1,0.24
Cipla,"1,068.00","1,040.00","1,059.95","1,058.90",1.05,0.1
HDFC,"2,478.40","2,398.00","2,453.35","2,451.50",1.85,0.08
Divis Labs,"3,688.85","3,605.30","3,668.55","3,667.60",0.95,0.03
