company_name,high,low,last_price,prev_close,change,percent_gain
Hindalco,437.30,398.05,428.40,390.95,37.45,9.58
Tata Steel,"1,197.20","1,115.35","1,188.70","1,103.50",85.2,7.72
Coal India,185.00,173.15,184.55,171.70,12.85,7.48
JSW Steel,645.80,609.15,641.85,602.30,39.55,6.57
ONGC,163.70,155.55,163.15,153.50,9.65,6.29
Tata Motors,425.65,405.00,424.15,405.35,18.8,4.64
Adani Ports,747.30,715.35,744.75,712.50,32.25,4.53
Reliance,"2,539.90","2,432.00","2,529.15","2,427.20",101.95,4.2
ITC,265.50,254.80,264.70,254.10,10.6,4.17
Wipro,489.00,468.30,486.65,468.00,18.65,3.99
Larsen,"1,607.90","1,545.00","1,604.10","1,542.90",61.2,3.97
ICICI Bank,712.00,685.15,710.00,683.00,27,3.95
Maruti Suzuki,"7,584.65","7,255.05","7,532.80","7,247.60",285.2,3.94
HCL Tech,"1,086.00","1,045.35","1,082.90","1,044.55",38.35,3.67
Apollo Hospital,"3,832.95","3,678.05","3,813.15","3,686.75",126.4,3.43
Bajaj Finance,"5,849.00","5,652.00","5,837.30","5,645.40",191.9,3.4
Eicher Motors,"2,714.70","2,600.15","2,706.70","2,617.95",88.75,3.39
Titan Company,"2,185.00","2,111.00","2,176.35","2,109.60",66.75,3.16
SBI,469.65,456.15,467.30,455.00,12.3,2.7
Britannia,"3,382.90","3,285.45","3,368.85","3,284.90",83.95,2.56
Bajaj Finserv,"13,020.70","12,630.00","12,972.10","12,655.25",316.85,2.5
Axis Bank,657.50,641.15,654.95,638.95,16,2.5
SBI Life Insura,"1,075.35","1,036.30","1,070.40","1,044.65",25.75,2.46
TCS,"3,467.00","3,350.40","3,451.60","3,376.80",74.8,2.22
IndusInd Bank,905.00,888.10,903.85,885.90,17.95,2.03
Divis Labs,"4,313.60","4,202.35","4,303.35","4,218.10",85.25,2.02
Grasim,"1,490.00","1,448.05","1,481.40","1,452.25",29.15,2.01
Bharti Airtel,710.00,690.85,707.05,693.20,13.85,2
Infosys,"1,525.00","1,480.90","1,518.45","1,489.10",29.35,1.97
BPCL,342.95,334.15,342.45,336.10,6.35,1.89
UPL,819.70,798.70,817.35,802.25,15.1,1.88
Asian Paints,"3,056.60","2,951.00","3,050.00","2,999.90",50.1,1.67
UltraTechCement,"6,125.85","5,980.40","6,107.75","6,012.80",94.95,1.58
NTPC,150.75,146.30,150.50,148.25,2.25,1.52
Kotak Mahindra,"1,844.90","1,817.60","1,840.30","1,812.85",27.45,1.51
Power Grid Corp,239.30,232.75,238.65,235.20,3.45,1.47
HUL,"2,277.00","2,221.30","2,245.00","2,217.25",27.75,1.25
Hero Motocorp,"2,538.85","2,502.05","2,523.50","2,495.90",27.6,1.11
HDFC Life,556.85,542.50,554.85,549.70,5.15,0.94
HDFC,"2,196.60","2,160.75","2,190.55","2,172.10",18.45,0.85
M&M,917.00,898.15,910.80,903.35,7.45,0.82
Tech Mahindra,"1,210.00","1,183.15","1,198.20","1,189.05",9.15,0.77
Bajaj Auto,"3,787.00","3,725.10","3,742.90","3,715.85",27.05,0.73
Sun Pharma,895.60,878.70,891.75,885.60,6.15,0.69
HDFC Bank,"1,317.00","1,298.20","1,314.00","1,305.10",8.9,0.68
Nestle,"16,390.00","16,164.65","16,323.40","16,218.85",104.55,0.64
Cipla,941.05,916.20,938.00,933.40,4.6,0.49
Dr Reddys Labs,"3,944.85","3,871.00","3,904.00","3,888.40",15.6,0.4
Shree Cements,"22,223.30","21,790.00","22,035.80","21,980.85",54.95,0.25
