company_name,high,low,last_price,prev_close,change,percent_gain
Axis Bank,703.85,678.60,700.60,684.50,16.1,2.35
IndusInd Bank,871.80,840.00,868.10,851.05,17.05,2
M&M,"1,189.50","1,161.00","1,186.25","1,163.40",22.85,1.96
Apollo Hospital,"4,032.95","3,923.40","4,020.20","3,947.10",73.1,1.85
UltraTechCement,"6,095.95","5,982.65","6,085.85","5,982.40",103.45,1.73
Tata Steel,921.90,901.00,919.45,904.30,15.15,1.68
Bajaj Finserv,"12,470.00","12,093.05","12,444.80","12,250.00",194.8,1.59
SBI,498.55,488.00,497.95,490.30,7.65,1.56
Bharti Airtel,677.00,663.10,672.90,663.05,9.85,1.49
Eicher Motors,"3,089.00","3,015.00","3,077.70","3,036.50",41.2,1.36
Coal India,199.60,194.00,198.25,195.60,2.65,1.35
Adani Ports,751.80,734.05,749.00,739.75,9.25,1.25
ICICI Bank,782.00,767.15,780.65,772.00,8.65,1.12
Grasim,"1,445.95","1,418.00","1,442.20","1,428.30",13.9,0.97
NTPC,151.20,149.25,150.75,149.80,0.95,0.63
HDFC,"2,223.00","2,191.25","2,217.70","2,204.30",13.4,0.61
Reliance,"2,447.00","2,400.30","2,437.10","2,422.25",14.85,0.61
HUL,"2,575.00","2,522.75","2,567.95","2,553.50",14.45,0.57
Bajaj Auto,"4,036.00","3,966.00","4,002.00","3,984.05",17.95,0.45
Divis Labs,"3,765.90","3,730.00","3,753.25","3,738.45",14.8,0.4
TCS,"3,078.95","3,030.05","3,074.25","3,063.50",10.75,0.35
Britannia,"3,797.10","3,742.30","3,787.45","3,774.95",12.5,0.33
BPCL,317.80,312.50,316.55,315.80,0.75,0.24
Hindalco,371.35,363.30,367.95,367.10,0.85,0.23
Wipro,407.80,401.20,405.65,404.75,0.9,0.22
Titan Company,"2,253.00","2,216.70","2,241.20","2,237.45",3.75,0.17
Maruti Suzuki,"8,798.90","8,667.45","8,715.85","8,704.80",11.05,0.13
Larsen,"1,734.95","1,714.00","1,729.80","1,727.65",2.15,0.12
Bajaj Finance,"6,098.15","6,002.05","6,065.95","6,059.80",6.15,0.1
Shree Cements,"20,187.00","19,902.30","20,068.20","20,055.70",12.5,0.06
Asian Paints,"3,023.00","2,978.15","3,019.10","3,017.85",1.25,0.04
HDFC Bank,"1,358.55","1,337.00","1,348.05","1,347.55",0.5,0.04
