company_name,high,low,last_price,prev_close,change,percent_gain
Coal India,155.95,147.00,155.30,146.05,9.25,6.33
Eicher Motors,"2,733.60","2,620.10","2,718.80","2,591.90",126.9,4.9
Bajaj Finserv,"17,040.00","16,406.50","16,981.30","16,406.20",575.1,3.51
Bajaj Finance,"7,243.95","6,975.00","7,219.60","6,977.30",242.3,3.47
ICICI Bank,766.00,743.00,764.70,740.15,24.55,3.32
Tata Motors,500.85,492.00,497.60,482.40,15.2,3.15
Tata Steel,"1,151.00","1,115.00","1,142.45","1,111.45",31,2.79
HDFC Bank,"1,523.00","1,480.50","1,519.65","1,479.40",40.25,2.72
IndusInd Bank,915.50,876.70,912.30,888.15,24.15,2.72
Axis Bank,698.50,679.00,696.35,678.55,17.8,2.62
Grasim,"1,666.85","1,617.00","1,661.60","1,622.25",39.35,2.43
UPL,766.90,750.00,764.20,747.10,17.1,2.29
SBI,472.00,460.10,470.80,460.45,10.35,2.25
TCS,"3,830.00","3,745.00","3,817.75","3,738.35",79.4,2.12
HDFC,"2,640.00","2,587.10","2,636.40","2,586.45",49.95,1.93
UltraTechCement,"7,750.00","7,570.05","7,723.90","7,591.05",132.85,1.75
JSW Steel,671.00,654.70,667.05,655.95,11.1,1.69
Kotak Mahindra,"1,828.10","1,791.60","1,824.45","1,796.10",28.35,1.58
Reliance,"2,407.95","2,363.55","2,403.85","2,368.15",35.7,1.51
Larsen,"1,937.45","1,893.65","1,922.85","1,895.90",26.95,1.42
Maruti Suzuki,"7,605.95","7,420.00","7,523.90","7,426.45",97.45,1.31
IOC,113.30,111.35,112.95,111.50,1.45,1.3
NTPC,126.55,124.70,126.00,124.40,1.6,1.29
Asian Paints,"3,440.90","3,383.00","3,422.40","3,382.95",39.45,1.17
SBI Life Insura,"1,214.45","1,196.00","1,209.40","1,196.00",13.4,1.12
Bharti Airtel,692.60,683.10,691.30,683.80,7.5,1.1
Shree Cements,"27,349.85","26,890.00","27,247.40","26,987.45",259.95,0.96
Bajaj Auto,"3,292.60","3,251.50","3,277.10","3,249.25",27.85,0.86
Adani Ports,738.65,730.50,736.60,730.30,6.3,0.86
TATA Cons. Prod,749.40,740.00,748.00,743.45,4.55,0.61
Hero Motocorp,"2,496.50","2,463.00","2,476.60","2,462.10",14.5,0.59
Infosys,"1,914.05","1,887.75","1,898.45","1,887.75",10.7,0.57
Hindalco,479.95,472.10,478.05,475.55,2.5,0.53
HCL Tech,"1,339.90","1,314.10","1,326.15","1,319.10",7.05,0.53
ITC,219.85,217.05,219.10,218.05,1.05,0.48
Wipro,726.80,716.00,718.70,715.35,3.35,0.47
ONGC,143.45,141.20,143.05,142.40,0.65,0.46
Sun Pharma,860.05,840.90,848.95,845.70,3.25,0.38
Britannia,"3,626.00","3,582.20","3,617.55","3,606.00",11.55,0.32
Power Grid Corp,206.95,204.15,205.00,204.40,0.6,0.29
BPCL,387.00,384.00,386.10,385.45,0.65,0.17
HDFC Life,654.65,646.30,650.50,649.55,0.95,0.15
Titan Company,"2,546.00","2,502.30","2,523.85","2,522.40",1.45,0.06
HUL,"2,378.00","2,353.00","2,361.30","2,360.15",1.15,0.05
