company_name,high,low,last_price,prev_close,change,percent_gain
Eicher Motors,"2,492.95","2,360.05","2,480.50","2,380.00",100.5,4.22
Adani Ports,766.90,738.05,761.95,737.00,24.95,3.39
Divis Labs,"4,578.65","4,410.00","4,561.60","4,416.55",145.05,3.28
JSW Steel,764.75,726.65,753.90,730.10,23.8,3.26
HDFC,"2,344.90","2,284.00","2,337.35","2,268.25",69.1,3.05
Bharti Airtel,763.00,737.00,754.95,733.05,21.9,2.99
UltraTechCement,"6,548.00","6,376.00","6,526.60","6,359.95",166.65,2.62
SBI Life Insura,"1,114.95","1,086.40","1,101.25","1,077.00",24.25,2.25
Cipla,"1,041.00","1,020.20","1,038.85","1,017.10",21.75,2.14
HDFC Life,525.70,514.40,523.00,512.60,10.4,2.03
Shree Cements,"23,740.00","23,230.00","23,645.55","23,197.55",448,1.93
Sun Pharma,922.00,901.10,919.35,905.90,13.45,1.48
HDFC Bank,"1,460.25","1,430.00","1,451.80","1,432.80",19,1.33
Dr Reddys Labs,"4,355.55","4,247.05","4,323.55","4,285.45",38.1,0.89
Grasim,"1,638.60","1,606.95","1,623.70","1,610.95",12.75,0.79
ICICI Bank,716.95,705.85,715.30,710.35,4.95,0.7
Infosys,"1,889.40","1,860.55","1,886.00","1,873.90",12.1,0.65
HUL,"1,994.85","1,974.05","1,987.05","1,975.10",11.95,0.61
Bajaj Finance,"7,060.00","6,984.50","7,039.35","7,001.40",37.95,0.54
M&M,783.00,770.70,773.35,769.25,4.1,0.53
Asian Paints,"3,087.70","3,012.70","3,042.60","3,027.45",15.15,0.5
Wipro,605.35,599.15,602.50,600.20,2.3,0.38
Nestle,"16,999.95","16,820.00","16,921.90","16,860.05",61.85,0.37
HCL Tech,"1,175.00","1,163.65","1,167.70","1,163.95",3.75,0.32
Britannia,"3,134.00","3,090.20","3,103.80","3,094.80",9,0.29
Larsen,"1,754.10","1,733.00","1,746.65","1,741.60",5.05,0.29
Kotak Mahindra,"1,740.90","1,718.75","1,730.00","1,725.20",4.8,0.28
TATA Cons. Prod,747.75,735.60,743.20,741.25,1.95,0.26
Axis Bank,741.65,731.00,737.80,736.00,1.8,0.24
Tata Motors,439.35,431.40,433.70,432.70,1,0.23
Hindalco,636.00,624.50,631.30,630.20,1.1,0.17
UPL,790.40,779.05,782.00,780.75,1.25,0.16
Titan Company,"2,559.00","2,525.30","2,538.80","2,535.90",2.9,0.11
Bajaj Auto,"3,735.00","3,660.85","3,689.10","3,687.75",1.35,0.04
Reliance,"2,638.00","2,607.40","2,622.55","2,621.95",0.6,0.02
