company_name,high,low,last_price,prev_close,change,percent_gain
Grasim,"1,785.80","1,676.00","1,771.25","1,681.95",89.3,5.31
SBI Life Insura,"1,165.00","1,109.00","1,160.45","1,108.85",51.6,4.65
ITC,268.85,256.00,267.80,256.65,11.15,4.34
JSW Steel,762.05,731.20,756.60,728.05,28.55,3.92
M&M,860.65,827.05,857.40,834.30,23.1,2.77
Adani Ports,844.80,817.40,839.30,817.40,21.9,2.68
Dr Reddys Labs,"4,477.65","4,326.85","4,430.35","4,317.40",112.95,2.62
Titan Company,"2,532.65","2,465.00","2,509.95","2,458.35",51.6,2.1
Shree Cements,"25,290.00","24,601.85","25,260.65","24,742.50",518.15,2.09
Coal India,198.80,192.35,194.55,190.75,3.8,1.99
Reliance,"2,625.00","2,560.00","2,615.65","2,572.85",42.8,1.66
Britannia,"3,354.30","3,287.00","3,347.90","3,294.10",53.8,1.63
Asian Paints,"3,220.00","3,151.20","3,206.25","3,155.00",51.25,1.62
TATA Cons. Prod,819.85,804.00,817.70,804.90,12.8,1.59
Tata Steel,"1,379.95","1,356.25","1,370.75","1,349.50",21.25,1.57
Apollo Hospital,"4,628.50","4,514.00","4,606.15","4,536.50",69.65,1.54
UltraTechCement,"6,850.00","6,722.85","6,837.00","6,736.65",100.35,1.49
Nestle,"18,496.00","18,069.65","18,452.80","18,188.40",264.4,1.45
IndusInd Bank,990.00,968.25,985.60,972.60,13,1.34
Divis Labs,"4,528.10","4,412.00","4,505.95","4,448.45",57.5,1.29
Hindalco,584.55,578.30,581.75,574.75,7,1.22
ONGC,171.30,168.70,170.90,168.85,2.05,1.21
Bajaj Finserv,"16,840.00","16,517.30","16,749.00","16,553.90",195.1,1.18
Bajaj Finance,"7,425.00","7,260.00","7,366.60","7,290.20",76.4,1.05
HDFC Life,566.85,553.80,564.80,559.00,5.8,1.04
Kotak Mahindra,"1,790.00","1,756.10","1,784.50","1,766.45",18.05,1.02
BPCL,386.80,381.10,384.55,380.80,3.75,0.98
HUL,"2,193.50","2,163.50","2,183.05","2,164.80",18.25,0.84
UPL,819.50,805.65,809.75,803.35,6.4,0.8
ICICI Bank,756.00,743.60,754.30,748.55,5.75,0.77
Eicher Motors,"2,573.85","2,515.60","2,555.20","2,538.40",16.8,0.66
Tata Motors,456.25,449.70,452.05,449.50,2.55,0.57
Power Grid Corp,234.10,230.60,232.60,231.35,1.25,0.54
Hero Motocorp,"2,380.00","2,330.55","2,362.45","2,350.60",11.85,0.5
Wipro,587.00,580.50,583.65,580.85,2.8,0.48
Axis Bank,800.70,789.00,794.90,792.10,2.8,0.35
Larsen,"1,838.90","1,818.05","1,830.75","1,826.30",4.45,0.24
SBI,519.50,512.35,516.10,514.95,1.15,0.22
Bajaj Auto,"3,836.00","3,767.00","3,810.35","3,802.25",8.1,0.21
Infosys,"1,838.00","1,808.00","1,814.60","1,811.00",3.6,0.2
TCS,"3,705.00","3,642.50","3,685.65","3,684.15",1.5,0.04
