company_name,high,low,last_price,prev_close,change,percent_gain
NTPC,143.45,136.80,142.95,135.00,7.95,5.89
BPCL,375.00,361.55,374.40,359.35,15.05,4.19
Power Grid Corp,225.75,216.10,225.05,216.80,8.25,3.81
IndusInd Bank,970.95,929.15,968.60,935.40,33.2,3.55
SBI,509.75,491.00,508.20,493.55,14.65,2.97
IOC,122.45,119.00,122.10,118.95,3.15,2.65
HDFC,"2,464.70","2,349.00","2,452.30","2,390.40",61.9,2.59
M&M,829.50,807.70,826.55,806.55,20,2.48
ONGC,168.25,163.55,167.95,163.90,4.05,2.47
HDFC Bank,"1,510.00","1,470.30","1,506.00","1,470.35",35.65,2.42
Shree Cements,"24,651.00","23,951.05","24,612.85","24,032.60",580.25,2.41
Bajaj Auto,"3,746.00","3,636.00","3,739.90","3,653.00",86.9,2.38
HDFC Life,551.40,536.40,550.35,538.20,12.15,2.26
Bajaj Finance,"7,449.00","7,220.30","7,408.10","7,259.95",148.15,2.04
Maruti Suzuki,"7,729.00","7,517.35","7,700.05","7,561.30",138.75,1.84
Axis Bank,775.75,755.15,774.55,761.15,13.4,1.76
Tata Motors,442.25,430.85,441.15,433.75,7.4,1.71
Coal India,187.25,183.30,186.15,183.05,3.1,1.69
Wipro,603.40,589.30,601.80,591.90,9.9,1.67
TATA Cons. Prod,792.50,779.00,789.80,777.40,12.4,1.6
UPL,783.50,770.50,781.55,769.60,11.95,1.55
Adani Ports,790.70,774.50,785.75,774.20,11.55,1.49
HUL,"2,085.85","2,038.40","2,078.15","2,048.65",29.5,1.44
Kotak Mahindra,"1,780.00","1,745.60","1,776.65","1,753.85",22.8,1.3
Larsen,"1,794.00","1,759.00","1,790.10","1,767.65",22.45,1.27
Asian Paints,"3,121.00","3,087.65","3,114.15","3,079.95",34.2,1.11
ITC,255.35,248.80,253.30,250.65,2.65,1.06
UltraTechCement,"6,688.85","6,565.05","6,670.55","6,602.30",68.25,1.03
Nestle,"17,607.70","17,250.00","17,557.20","17,380.55",176.65,1.02
Eicher Motors,"2,494.75","2,422.00","2,481.20","2,457.15",24.05,0.98
ICICI Bank,738.30,723.10,736.25,730.30,5.95,0.81
Reliance,"2,665.15","2,622.00","2,655.85","2,634.75",21.1,0.8
Britannia,"3,237.90","3,191.65","3,230.65","3,206.40",24.25,0.76
Tata Steel,"1,340.90","1,305.45","1,317.10","1,307.20",9.9,0.76
HCL Tech,"1,174.00","1,152.05","1,169.65","1,163.75",5.9,0.51
TCS,"3,763.00","3,728.05","3,758.75","3,739.95",18.8,0.5
Bharti Airtel,766.65,749.25,758.50,754.95,3.55,0.47
Bajaj Finserv,"17,200.00","17,011.20","17,139.20","17,060.45",78.75,0.46
Grasim,"1,680.85","1,658.00","1,669.95","1,664.00",5.95,0.36
Hindalco,577.00,561.45,570.50,569.50,1,0.18
