company_name,high,low,last_price,prev_close,change,percent_gain
IndusInd Bank,"1,071.90","1,032.05","1,067.25","1,040.15",27.1,2.61
Asian Paints,"3,404.75","3,325.60","3,396.15","3,324.55",71.6,2.15
NTPC,160.10,156.55,159.55,156.50,3.05,1.95
Maruti Suzuki,"9,196.85","8,954.00","9,173.05","9,003.40",169.65,1.88
Power Grid Corp,223.40,217.35,222.60,218.95,3.65,1.67
HUL,"2,639.10","2,599.00","2,635.25","2,593.00",42.25,1.63
SBI,544.90,531.10,542.10,533.75,8.35,1.56
Kotak Mahindra,"1,893.00","1,834.20","1,884.60","1,855.75",28.85,1.55
JSW Steel,649.95,626.30,648.70,639.20,9.5,1.49
Grasim,"1,594.50","1,552.00","1,589.85","1,568.40",21.45,1.37
M&M,"1,259.75","1,226.20","1,254.50","1,237.75",16.75,1.35
Coal India,217.25,211.65,215.25,212.75,2.5,1.18
Bajaj Finance,"7,356.00","7,182.20","7,341.90","7,261.00",80.9,1.11
Nestle,"19,501.00","19,300.20","19,458.80","19,255.20",203.6,1.06
Eicher Motors,"3,148.00","2,913.05","3,120.95","3,088.40",32.55,1.05
Bajaj Finserv,"15,290.00","14,861.35","15,224.15","15,073.10",151.05,1
Apollo Hospital,"4,348.25","4,270.95","4,325.90","4,288.10",37.8,0.88
ITC,316.65,308.20,309.95,307.50,2.45,0.8
Divis Labs,"3,840.00","3,787.00","3,824.90","3,795.20",29.7,0.78
Shree Cements,"21,288.90","20,810.10","21,110.95","20,947.00",163.95,0.78
Bajaj Auto,"4,005.00","3,941.35","3,996.20","3,973.30",22.9,0.58
Reliance,"2,607.80","2,561.55","2,584.65","2,574.85",9.8,0.38
Titan Company,"2,397.80","2,357.05","2,384.95","2,376.25",8.7,0.37
BPCL,341.50,332.30,335.15,334.15,1,0.3
Wipro,431.65,424.65,429.60,429.00,0.6,0.14
Adani Ports,810.40,795.00,802.30,801.25,1.05,0.13
TATA Cons. Prod,826.00,806.25,811.60,811.10,0.5,0.06
