company_name,high,low,last_price,prev_close,change,percent_gain
Maruti Suzuki,"8,317.80","7,803.00","8,271.00","7,782.75",488.25,6.27
Hero Motocorp,"2,686.65","2,572.55","2,674.10","2,524.45",149.65,5.93
Eicher Motors,"2,825.00","2,665.10","2,819.05","2,662.75",156.3,5.87
M&M,"1,031.60",985.20,"1,027.70",983.80,43.9,4.46
Bajaj Auto,"3,796.00","3,665.25","3,784.80","3,635.65",149.15,4.1
Tata Motors,409.90,394.55,407.20,393.10,14.1,3.59
Asian Paints,"2,767.95","2,674.95","2,758.20","2,666.35",91.85,3.44
UPL,635.65,607.50,633.20,613.65,19.55,3.19
Bharti Airtel,664.60,647.75,660.20,642.85,17.35,2.7
TCS,"3,318.00","3,222.95","3,308.80","3,222.95",85.85,2.66
HUL,"2,257.35","2,192.10","2,252.60","2,202.85",49.75,2.26
Sun Pharma,826.50,808.50,824.90,809.30,15.6,1.93
Wipro,420.80,411.30,419.05,411.25,7.8,1.9
Divis Labs,"3,687.90","3,605.00","3,666.30","3,599.60",66.7,1.85
ICICI Bank,706.00,687.00,699.15,686.60,12.55,1.83
Cipla,937.30,914.40,933.35,916.90,16.45,1.79
Apollo Hospital,"3,857.00","3,723.15","3,850.50","3,787.75",62.75,1.66
JSW Steel,565.50,548.00,558.95,550.40,8.55,1.55
TATA Cons. Prod,719.70,706.75,718.45,708.95,9.5,1.34
Nestle,"17,044.95","16,700.00","16,976.30","16,775.15",201.15,1.2
HDFC Life,560.00,549.65,558.10,551.80,6.3,1.14
Tech Mahindra,998.55,971.25,991.10,980.00,11.1,1.13
Infosys,"1,458.00","1,433.00","1,452.45","1,437.25",15.2,1.06
Larsen,"1,511.75","1,481.50","1,494.30","1,478.75",15.55,1.05
Adani Ports,683.30,666.20,675.30,668.30,7,1.05
HCL Tech,977.50,958.60,971.25,961.30,9.95,1.04
Bajaj Finserv,"11,589.00","11,314.85","11,552.85","11,435.55",117.3,1.03
IndusInd Bank,794.30,763.20,784.95,777.65,7.3,0.94
Kotak Mahindra,"1,695.00","1,648.80","1,684.10","1,669.70",14.4,0.86
SBI,456.45,446.00,451.40,447.65,3.75,0.84
Dr Reddys Labs,"4,307.70","4,255.00","4,294.90","4,260.90",34,0.8
BPCL,310.50,303.55,307.90,305.90,2,0.65
Titan Company,"2,047.80","1,997.15","2,041.40","2,031.20",10.2,0.5
Axis Bank,640.85,618.25,629.35,626.80,2.55,0.41
Tata Steel,855.95,827.00,841.30,838.10,3.2,0.38
HDFC Bank,"1,348.00","1,318.50","1,335.15","1,330.25",4.9,0.37
Hindalco,327.65,311.10,317.60,316.45,1.15,0.36
SBI Life Insura,"1,083.00","1,061.45","1,073.85","1,070.45",3.4,0.32
Britannia,"3,447.85","3,390.50","3,411.45","3,403.65",7.8,0.23
HDFC,"2,179.95","2,135.00","2,164.20","2,159.25",4.95,0.23
Shree Cements,"18,646.80","18,239.65","18,533.60","18,496.75",36.85,0.2
Bajaj Finance,"5,495.00","5,343.00","5,448.15","5,439.60",8.55,0.16
ITC,267.25,262.40,265.50,265.30,0.2,0.08
UltraTechCement,"5,498.90","5,358.05","5,410.30","5,409.95",0.35,0.01
