company_name,high,low,last_price,prev_close,change,percent_gain
ONGC,171.80,162.90,170.30,162.95,7.35,4.51
UPL,724.60,688.95,713.75,689.55,24.2,3.51
Power Grid Corp,219.35,210.70,217.85,210.90,6.95,3.3
Wipro,575.95,560.35,569.55,555.20,14.35,2.58
Tech Mahindra,"1,443.60","1,405.15","1,426.65","1,394.35",32.3,2.32
Coal India,197.75,186.85,188.95,184.80,4.15,2.25
HCL Tech,"1,152.00","1,120.50","1,139.70","1,115.55",24.15,2.16
IOC,116.50,113.00,114.65,112.25,2.4,2.14
ITC,220.20,216.00,219.40,215.30,4.1,1.9
JSW Steel,662.50,649.30,654.70,644.60,10.1,1.57
Cipla,945.00,919.55,934.90,923.10,11.8,1.28
BPCL,354.00,343.35,346.40,342.10,4.3,1.26
Tata Steel,"1,328.65","1,293.65","1,303.30","1,289.35",13.95,1.08
Infosys,"1,733.90","1,705.55","1,720.85","1,702.80",18.05,1.06
Hindalco,613.90,596.90,606.30,600.10,6.2,1.03
NTPC,133.45,130.25,132.10,130.95,1.15,0.88
IndusInd Bank,926.00,906.50,912.25,906.35,5.9,0.65
