company_name,high,low,last_price,prev_close,change,percent_gain
NTPC,163.75,154.50,163.20,153.95,9.25,6.01
SBI Life Insura,"1,181.95","1,133.60","1,173.40","1,146.90",26.5,2.31
HDFC Life,576.85,555.25,574.30,564.85,9.45,1.67
Coal India,190.90,184.60,189.45,186.60,2.85,1.53
Tata Steel,"1,358.05","1,328.85","1,339.10","1,319.50",19.6,1.49
Maruti Suzuki,"7,599.00","7,355.00","7,573.50","7,469.50",104,1.39
Titan Company,"2,500.00","2,410.00","2,493.45","2,461.35",32.1,1.3
HUL,"2,182.90","2,135.05","2,177.65","2,152.15",25.5,1.18
Cipla,"1,035.00","1,010.10","1,027.85","1,016.60",11.25,1.11
Nestle,"18,686.00","18,300.00","18,561.50","18,382.40",179.1,0.97
M&M,876.00,858.10,874.10,866.10,8,0.92
ONGC,179.00,175.10,175.80,174.25,1.55,0.89
Eicher Motors,"2,531.10","2,456.15","2,511.00","2,491.45",19.55,0.78
Axis Bank,801.65,776.00,798.85,793.05,5.8,0.73
Power Grid Corp,231.80,227.55,231.10,229.50,1.6,0.7
Tata Motors,436.35,423.65,433.80,431.05,2.75,0.64
Divis Labs,"4,568.20","4,450.25","4,524.90","4,499.25",25.65,0.57
TATA Cons. Prod,824.90,809.00,822.30,817.60,4.7,0.57
Hero Motocorp,"2,294.95","2,249.15","2,285.40","2,274.40",11,0.48
Bajaj Auto,"3,758.25","3,645.25","3,714.60","3,697.30",17.3,0.47
Shree Cements,"25,500.05","24,900.00","25,435.35","25,363.55",71.8,0.28
Adani Ports,846.75,821.40,842.70,840.50,2.2,0.26
ITC,272.50,267.25,270.10,269.55,0.55,0.2
JSW Steel,775.85,758.40,767.85,766.35,1.5,0.2
