company_name,high,low,last_price,prev_close,change,percent_gain
Tata Steel,964.85,933.60,960.70,936.05,24.65,2.63
IndusInd Bank,966.50,939.55,962.05,942.45,19.6,2.08
Coal India,201.70,194.60,200.90,197.10,3.8,1.93
Apollo Hospital,"4,252.90","4,138.05","4,189.90","4,125.30",64.6,1.57
Hindalco,388.55,380.30,387.05,381.25,5.8,1.52
UPL,737.70,723.90,733.95,725.00,8.95,1.23
Asian Paints,"3,117.20","3,051.65","3,104.95","3,067.40",37.55,1.22
HCL Tech,932.00,914.00,930.65,920.25,10.4,1.13
Wipro,415.65,408.55,414.80,410.85,3.95,0.96
Larsen,"1,785.50","1,760.05","1,782.45","1,767.75",14.7,0.83
SBI,519.00,509.15,517.80,513.70,4.1,0.8
NTPC,150.45,147.35,150.10,148.95,1.15,0.77
HDFC,"2,320.00","2,275.60","2,308.65","2,295.95",12.7,0.55
JSW Steel,588.40,573.50,585.50,582.45,3.05,0.52
TATA Cons. Prod,813.80,801.25,807.95,804.05,3.9,0.49
Britannia,"3,915.00","3,850.00","3,885.90","3,871.45",14.45,0.37
HDFC Bank,"1,404.60","1,383.30","1,396.60","1,392.50",4.1,0.29
ITC,302.95,298.80,301.10,300.55,0.55,0.18
Titan Company,"2,348.80","2,313.00","2,328.85","2,325.00",3.85,0.17
ICICI Bank,817.80,797.10,800.90,800.05,0.85,0.11
