company_name,high,low,last_price,prev_close,change,percent_gain
Shree Cements,"23,574.45","21,500.00","23,181.05","21,654.35","1,526.70",7.05
UltraTechCement,"6,798.00","6,431.00","6,770.80","6,495.50",275.30,4.24
Adani Ports,878.75,845.10,874.90,850.35,24.55,2.89
Coal India,239.30,232.35,238.85,232.70,6.15,2.64
Britannia,"3,674.80","3,588.00","3,667.90","3,608.80",59.10,1.64
Grasim,"1,755.00","1,710.00","1,750.15","1,723.05",27.10,1.57
SBI Life Insura,"1,337.40","1,301.20","1,331.55","1,311.35",20.20,1.54
Cipla,"1,061.85","1,033.00","1,051.50","1,040.85",10.65,1.02
TATA Cons. Prod,827.50,814.05,825.10,818.25,6.85,0.84
BPCL,328.00,321.85,326.85,324.25,2.60,0.8
Wipro,408.85,401.00,407.45,404.45,3.00,0.74
Nestle,"19,307.05","19,015.00","19,179.30","19,041.90",137.40,0.72
TCS,"3,161.90","3,102.00","3,149.60","3,127.05",22.55,0.72
Axis Bank,758.00,739.05,755.40,750.00,5.40,0.72
Sun Pharma,896.40,879.50,893.75,887.75,6.00,0.68
Bajaj Finance,"7,207.95","7,070.00","7,166.50","7,119.35",47.15,0.66
HDFC Life,578.50,568.90,576.95,573.50,3.45,0.6
Bajaj Finserv,"17,144.00","16,810.30","17,055.60","16,968.95",86.65,0.51
Hindalco,433.55,422.70,432.85,430.95,1.90,0.44
UPL,743.00,734.00,741.10,738.10,3.00,0.41
ONGC,132.95,130.05,132.50,132.10,0.40,0.3
Dr Reddys Labs,"4,266.00","4,212.30","4,249.30","4,239.20",10.10,0.24
Titan Company,"2,641.40","2,600.40","2,637.75","2,631.65",6.10,0.23
Infosys,"1,465.75","1,438.05","1,457.65","1,455.10",2.55,0.18
Asian Paints,"3,435.00","3,385.95","3,400.35","3,395.25",5.10,0.15
Divis Labs,"3,601.95","3,562.05","3,590.95","3,585.50",5.45,0.15
JSW Steel,687.75,675.80,684.60,684.55,0.05,0.01
