company_name,high,low,last_price,prev_close,change,percent_gain
UltraTechCement,"6,317.20","6,080.00","6,305.90","6,021.25",284.65,4.73
Axis Bank,726.00,709.10,723.85,698.15,25.7,3.68
IndusInd Bank,936.00,911.55,928.65,896.65,32,3.57
Shree Cements,"23,714.85","22,762.90","23,595.45","22,800.50",794.95,3.49
Bajaj Auto,"3,592.20","3,481.00","3,569.80","3,454.05",115.75,3.35
Britannia,"3,318.35","3,232.25","3,313.65","3,222.85",90.8,2.82
Infosys,"1,893.95","1,849.00","1,889.40","1,839.30",50.1,2.72
Tata Motors,428.55,420.70,424.90,413.65,11.25,2.72
Bajaj Finserv,"16,240.00","15,851.05","16,124.85","15,708.90",415.95,2.65
Bajaj Finance,"6,899.40","6,743.35","6,840.60","6,666.55",174.05,2.61
Tata Steel,"1,271.20","1,240.20","1,265.25","1,233.75",31.5,2.55
Grasim,"1,615.85","1,576.20","1,604.05","1,564.25",39.8,2.54
HDFC Life,521.35,507.05,517.30,504.70,12.6,2.5
IOC,122.60,119.45,121.95,119.00,2.95,2.48
Coal India,177.80,172.90,176.90,172.90,4,2.31
Hindalco,575.40,563.30,572.70,559.75,12.95,2.31
HDFC,"2,320.00","2,272.65","2,292.10","2,240.85",51.25,2.29
Eicher Motors,"2,373.85","2,322.40","2,357.90","2,305.25",52.65,2.28
Hero Motocorp,"2,376.50","2,335.00","2,369.50","2,318.40",51.1,2.2
JSW Steel,662.75,647.50,655.25,641.15,14.1,2.2
ONGC,167.85,161.85,167.30,163.75,3.55,2.17
Tech Mahindra,"1,494.50","1,468.40","1,489.90","1,458.60",31.3,2.15
Nestle,"17,885.50","17,471.00","17,823.40","17,461.60",361.8,2.07
ITC,243.00,239.10,242.60,237.85,4.75,2
HCL Tech,"1,202.95","1,185.00","1,199.50","1,176.85",22.65,1.92
Asian Paints,"3,050.00","3,010.75","3,042.00","2,987.15",54.85,1.84
Wipro,599.45,592.50,598.25,587.70,10.55,1.8
TCS,"3,668.00","3,616.25","3,655.90","3,593.90",62,1.73
BPCL,357.70,350.15,356.30,350.30,6,1.71
HDFC Bank,"1,455.00","1,436.20","1,448.15","1,424.00",24.15,1.7
Reliance,"2,407.90","2,377.10","2,403.35","2,363.45",39.9,1.69
HUL,"2,080.00","2,032.05","2,072.15","2,038.20",33.95,1.67
M&M,776.00,765.00,773.65,761.20,12.45,1.64
UPL,756.65,743.90,752.45,741.00,11.45,1.55
Kotak Mahindra,"1,774.80","1,752.75","1,760.50","1,733.75",26.75,1.54
ICICI Bank,711.40,701.25,708.00,697.35,10.65,1.53
SBI,494.30,489.40,492.75,485.85,6.9,1.42
SBI Life Insura,"1,097.80","1,075.00","1,085.75","1,070.55",15.2,1.42
NTPC,133.00,131.55,132.75,131.05,1.7,1.3
Bharti Airtel,715.50,705.00,712.00,703.10,8.9,1.27
Titan Company,"2,593.50","2,566.00","2,587.30","2,556.95",30.35,1.19
Dr Reddys Labs,"3,974.00","3,890.00","3,943.80","3,899.85",43.95,1.13
Maruti Suzuki,"7,595.75","7,440.00","7,485.80","7,420.10",65.7,0.89
Larsen,"1,770.65","1,746.20","1,756.20","1,743.45",12.75,0.73
Divis Labs,"4,457.20","4,370.00","4,402.25","4,386.25",16,0.36
Adani Ports,729.50,721.00,723.80,721.30,2.5,0.35
