company_name,high,low,last_price,prev_close,change,percent_gain
Reliance,"2,732.45","2,634.00","2,724.30","2,633.50",90.8,3.45
Bajaj Finserv,"13,030.00","12,450.05","12,936.00","12,596.60",339.4,2.69
Sun Pharma,862.90,832.80,859.55,839.25,20.3,2.42
HCL Tech,"1,048.90","1,007.30","1,039.70","1,017.90",21.8,2.14
TCS,"3,432.00","3,346.30","3,423.00","3,355.20",67.8,2.02
Infosys,"1,513.85","1,475.60","1,508.00","1,478.55",29.45,1.99
Asian Paints,"2,919.00","2,848.00","2,908.55","2,852.50",56.05,1.96
ONGC,152.90,146.00,152.45,149.75,2.7,1.8
Tata Steel,"1,084.75","1,059.10","1,081.55","1,063.55",18,1.69
IndusInd Bank,945.00,921.00,942.95,928.35,14.6,1.57
Adani Ports,751.90,730.25,748.45,736.90,11.55,1.57
NTPC,159.30,154.25,159.05,156.80,2.25,1.43
Coal India,199.20,194.30,198.20,196.05,2.15,1.1
Titan Company,"2,225.35","2,176.60","2,220.95","2,197.60",23.35,1.06
BPCL,334.25,322.55,329.35,326.00,3.35,1.03
Nestle,"17,476.35","17,020.05","17,393.80","17,241.55",152.25,0.88
Axis Bank,693.15,682.00,691.55,686.05,5.5,0.8
Bajaj Finance,"6,080.00","5,949.20","6,057.85","6,010.15",47.7,0.79
Britannia,"3,583.80","3,505.75","3,577.05","3,551.30",25.75,0.73
Wipro,476.45,468.10,474.15,470.75,3.4,0.72
JSW Steel,575.00,557.65,573.40,569.50,3.9,0.68
ITC,274.45,267.85,273.50,271.85,1.65,0.61
UltraTechCement,"6,023.95","5,906.00","6,007.85","5,975.65",32.2,0.54
Cipla,"1,006.85",977.50,987.10,983.55,3.55,0.36
Dr Reddys Labs,"4,360.00","4,290.00","4,333.15","4,319.00",14.15,0.33
SBI,472.35,466.15,469.85,468.30,1.55,0.33
Bharti Airtel,696.95,683.05,695.95,694.65,1.3,0.19
HDFC Life,609.55,591.20,607.90,607.15,0.75,0.12
