company_name,high,low,last_price,prev_close,change,percent_gain
ONGC,151.75,142.15,149.35,141.50,7.85,5.55
Hindalco,345.25,325.30,343.55,329.95,13.6,4.12
M&M,"1,121.45","1,079.45","1,112.00","1,082.70",29.3,2.71
Coal India,186.95,180.75,186.40,182.05,4.35,2.39
HDFC Life,569.00,549.35,565.95,558.00,7.95,1.42
Reliance,"2,533.95","2,482.10","2,527.70","2,492.65",35.05,1.41
Cipla,947.80,921.85,945.10,932.35,12.75,1.37
Tech Mahindra,"1,029.00",984.05,"1,020.70","1,007.20",13.5,1.34
Tata Steel,884.40,860.40,878.90,867.85,11.05,1.27
Dr Reddys Labs,"4,380.00","4,312.00","4,374.60","4,320.55",54.05,1.25
JSW Steel,580.55,568.00,578.40,571.65,6.75,1.18
BPCL,319.50,312.00,318.60,315.00,3.6,1.14
Apollo Hospital,"3,846.65","3,722.90","3,837.35","3,794.50",42.85,1.13
Larsen,"1,557.50","1,524.10","1,551.50","1,535.80",15.7,1.02
TATA Cons. Prod,740.00,722.10,736.85,729.40,7.45,1.02
HCL Tech,"1,007.00",983.25,"1,001.95",992.35,9.6,0.97
Axis Bank,644.70,632.00,642.35,637.10,5.25,0.82
Bajaj Auto,"3,907.20","3,783.05","3,889.00","3,861.20",27.8,0.72
Shree Cements,"19,352.00","18,815.00","19,236.90","19,101.50",135.4,0.71
ITC,272.25,268.55,271.85,269.95,1.9,0.7
SBI,465.75,458.00,464.25,461.20,3.05,0.66
Tata Motors,418.20,409.15,417.10,414.50,2.6,0.63
Wipro,429.10,415.70,427.25,424.90,2.35,0.55
Eicher Motors,"2,886.10","2,818.75","2,863.80","2,848.30",15.5,0.54
Maruti Suzuki,"8,539.90","8,381.05","8,489.70","8,448.75",40.95,0.48
Hero Motocorp,"2,792.70","2,730.00","2,766.70","2,755.50",11.2,0.41
Infosys,"1,488.25","1,453.00","1,480.15","1,474.60",5.55,0.38
Nestle,"17,499.85","17,051.00","17,403.90","17,358.25",45.65,0.26
UltraTechCement,"5,585.00","5,480.00","5,572.75","5,560.25",12.5,0.22
TCS,"3,330.00","3,272.60","3,318.15","3,314.70",3.45,0.1
NTPC,139.30,137.15,138.60,138.50,0.1,0.07
