company_name,high,low,last_price,prev_close,change,percent_gain
TATA Cons. Prod,792.65,766.25,790.55,765.85,24.7,3.23
Titan Company,"2,193.15","2,132.20","2,189.70","2,127.45",62.25,2.93
Tata Motors,441.75,429.70,440.20,428.05,12.15,2.84
Tata Motors,441.75,429.70,440.20,428.05,12.15,2.84
HUL,"2,573.90","2,502.05","2,568.50","2,497.80",70.7,2.83
Eicher Motors,"3,045.30","2,945.70","3,034.00","2,955.10",78.9,2.67
M&M,"1,175.90","1,140.40","1,172.50","1,142.65",29.85,2.61
Maruti Suzuki,"8,799.00","8,576.20","8,778.05","8,567.75",210.3,2.45
Larsen,"1,687.85","1,649.20","1,684.85","1,646.15",38.7,2.35
HDFC,"2,218.95","2,171.25","2,216.10","2,167.40",48.7,2.25
Nestle,"18,836.35","18,376.30","18,771.50","18,363.30",408.2,2.22
Britannia,"3,862.80","3,779.10","3,848.90","3,774.15",74.75,1.98
BPCL,313.15,306.10,312.10,306.15,5.95,1.94
Bharti Airtel,657.50,643.25,651.80,641.65,10.15,1.58
Cipla,968.00,951.50,966.05,951.15,14.9,1.57
Bajaj Finance,"5,928.25","5,812.85","5,915.20","5,830.85",84.35,1.45
SBI Life Insura,"1,158.10","1,136.85","1,155.45","1,138.95",16.5,1.45
Asian Paints,"2,985.00","2,940.45","2,978.15","2,939.15",39,1.33
Bajaj Auto,"3,919.00","3,861.00","3,913.35","3,863.20",50.15,1.3
UltraTechCement,"5,832.00","5,701.00","5,807.05","5,735.05",72,1.26
Kotak Mahindra,"1,790.00","1,770.00","1,787.70","1,770.05",17.65,1
NTPC,150.15,148.15,149.75,148.30,1.45,0.98
Bajaj Finserv,"11,870.80","11,680.00","11,840.25","11,726.25",114,0.97
ITC,294.00,289.50,293.55,290.85,2.7,0.93
Adani Ports,738.45,726.10,730.90,724.45,6.45,0.89
Apollo Hospital,"3,944.00","3,875.00","3,931.70","3,898.05",33.65,0.86
HDFC Bank,"1,364.90","1,346.80","1,362.05","1,351.05",11,0.81
Coal India,193.90,189.40,193.40,192.00,1.4,0.73
Shree Cements,"19,793.75","19,450.05","19,701.80","19,562.70",139.1,0.71
HDFC Life,541.70,534.00,539.90,537.15,2.75,0.51
Grasim,"1,407.00","1,388.90","1,398.20","1,391.80",6.4,0.46
Hindalco,351.90,344.60,350.55,349.10,1.45,0.42
Hero Motocorp,"2,816.45","2,782.75","2,800.05","2,792.80",7.25,0.26
Reliance,"2,415.00","2,383.10","2,401.80","2,397.15",4.65,0.19
Infosys,"1,446.00","1,410.65","1,430.35","1,428.85",1.5,0.1
