company_name,high,low,last_price,prev_close,change,percent_gain
Divis Labs,"3,786.95","3,690.00","3,778.80","3,687.45",91.35,2.48
JSW Steel,593.75,574.60,588.60,574.45,14.15,2.46
HUL,"2,519.35","2,461.40","2,497.75","2,449.55",48.2,1.97
Cipla,958.90,932.15,953.35,935.75,17.6,1.88
Asian Paints,"2,968.95","2,926.05","2,941.20","2,893.20",48,1.66
Grasim,"1,406.20","1,388.30","1,399.15","1,380.05",19.1,1.38
Kotak Mahindra,"1,745.95","1,723.40","1,742.05","1,718.95",23.1,1.34
NTPC,149.35,147.50,148.60,147.10,1.5,1.02
Sun Pharma,863.25,849.35,860.15,851.60,8.55,1
TATA Cons. Prod,768.00,757.00,762.55,756.45,6.1,0.81
Nestle,"18,324.90","18,130.00","18,249.65","18,125.15",124.5,0.69
BPCL,315.40,309.50,310.50,308.65,1.85,0.6
Hindalco,351.90,344.00,348.90,346.90,2,0.58
Axis Bank,685.00,676.95,679.90,676.20,3.7,0.55
ITC,294.80,292.70,294.05,292.70,1.35,0.46
Eicher Motors,"2,994.95","2,942.00","2,967.40","2,954.05",13.35,0.45
Power Grid Corp,216.70,213.45,214.45,213.50,0.95,0.44
Infosys,"1,460.00","1,438.60","1,444.45","1,438.60",5.85,0.41
Dr Reddys Labs,"4,534.70","4,450.00","4,501.60","4,483.70",17.9,0.4
UltraTechCement,"5,885.00","5,770.35","5,798.95","5,778.85",20.1,0.35
Bajaj Auto,"3,878.95","3,848.00","3,860.75","3,847.85",12.9,0.34
SBI,492.45,484.55,486.50,484.95,1.55,0.32
Tata Steel,914.20,900.65,904.85,902.10,2.75,0.3
ONGC,124.90,121.40,124.45,124.10,0.35,0.28
Maruti Suzuki,"8,488.15","8,381.00","8,440.20","8,419.70",20.5,0.24
Bajaj Finance,"5,979.00","5,866.60","5,878.90","5,873.55",5.35,0.09
Britannia,"3,762.10","3,712.10","3,726.00","3,725.50",0.5,0.01
SBI Life Insura,"1,150.80","1,137.60","1,139.85","1,139.75",0.1,0.01
