company_name,high,low,last_price,prev_close,change,percent_gain
Dr Reddys Labs,"4,299.10","3,975.00","4,249.10","3,929.45",319.65,8.13
Reliance,"2,644.40","2,502.00","2,624.45","2,479.85",144.6,5.83
JSW Steel,634.30,616.70,631.10,600.20,30.9,5.15
Tata Motors,421.40,410.00,418.00,398.65,19.35,4.85
Nestle,"16,960.00","16,250.05","16,862.00","16,094.25",767.75,4.77
Adani Ports,772.80,745.10,767.55,732.80,34.75,4.74
Tata Steel,"1,178.40","1,141.20","1,170.60","1,122.15",48.45,4.32
Cipla,982.60,939.00,978.40,938.00,40.4,4.31
Larsen,"1,613.45","1,561.05","1,610.10","1,547.95",62.15,4.01
Britannia,"3,463.80","3,352.00","3,450.25","3,332.05",118.2,3.55
Axis Bank,675.75,658.00,673.10,650.20,22.9,3.52
Sun Pharma,917.70,889.05,915.65,884.60,31.05,3.51
IndusInd Bank,900.00,881.20,896.50,866.25,30.25,3.49
SBI,464.00,454.15,462.40,447.50,14.9,3.33
HDFC,"2,212.00","2,152.30","2,201.60","2,136.30",65.3,3.06
HDFC Life,547.35,532.00,544.70,528.70,16,3.03
Hero Motocorp,"2,613.40","2,545.00","2,590.15","2,515.50",74.65,2.97
Hindalco,435.00,421.05,429.10,417.00,12.1,2.9
ICICI Bank,711.90,693.70,709.55,690.30,19.25,2.79
HUL,"2,348.00","2,282.70","2,325.95","2,264.55",61.4,2.71
HDFC Bank,"1,324.20","1,292.35","1,320.95","1,287.05",33.9,2.63
Coal India,186.85,183.55,185.95,181.20,4.75,2.62
Kotak Mahindra,"1,839.90","1,794.45","1,829.15","1,783.40",45.75,2.57
TATA Cons. Prod,742.75,731.40,739.60,721.30,18.3,2.54
Divis Labs,"4,325.00","4,220.00","4,304.80","4,199.20",105.6,2.51
Maruti Suzuki,"7,648.90","7,450.00","7,586.60","7,404.55",182.05,2.46
Bajaj Auto,"3,849.00","3,735.00","3,787.80","3,698.55",89.25,2.41
M&M,911.35,888.65,903.80,882.55,21.25,2.41
Eicher Motors,"2,720.00","2,652.15","2,707.80","2,650.50",57.3,2.16
Grasim,"1,522.00","1,468.25","1,488.35","1,457.80",30.55,2.1
Asian Paints,"3,125.00","3,070.00","3,109.95","3,046.90",63.05,2.07
Tech Mahindra,"1,134.80","1,114.75","1,130.90","1,108.35",22.55,2.03
Bharti Airtel,691.50,683.00,687.90,674.25,13.65,2.02
Infosys,"1,466.75","1,446.70","1,455.15","1,427.15",28,1.96
HCL Tech,"1,034.50","1,016.80","1,028.85","1,009.40",19.45,1.93
BPCL,334.85,328.00,332.80,326.65,6.15,1.88
Wipro,462.20,455.00,459.60,451.15,8.45,1.87
ITC,282.35,277.00,280.00,275.65,4.35,1.58
SBI Life Insura,"1,083.50","1,061.35","1,071.35","1,056.65",14.7,1.39
Bajaj Finserv,"12,699.00","12,431.65","12,561.70","12,413.85",147.85,1.19
ONGC,163.80,160.10,161.90,160.00,1.9,1.19
Titan Company,"2,155.55","2,129.20","2,137.05","2,111.95",25.1,1.19
Bajaj Finance,"5,841.95","5,712.00","5,769.60","5,707.00",62.6,1.1
NTPC,150.95,147.65,149.60,148.00,1.6,1.08
Apollo Hospital,"3,695.00","3,586.00","3,668.00","3,631.80",36.2,1
TCS,"3,313.90","3,270.05","3,293.00","3,261.95",31.05,0.95
UltraTechCement,"6,165.00","6,064.20","6,128.65","6,072.60",56.05,0.92
Power Grid Corp,233.10,226.75,229.05,228.30,0.75,0.33
