company_name,high,low,last_price,prev_close,change,percent_gain
TATA Cons. Prod,852.00,829.70,849.00,825.50,23.5,2.85
IndusInd Bank,"1,165.55","1,136.80","1,163.80","1,136.85",26.95,2.37
Britannia,"3,765.00","3,665.00","3,757.70","3,671.85",85.85,2.34
Bharti Airtel,788.90,770.00,784.25,769.15,15.1,1.96
Titan Company,"2,723.00","2,672.00","2,705.55","2,661.15",44.4,1.67
Bajaj Finance,"7,444.00","7,312.40","7,403.45","7,286.90",116.55,1.6
Larsen,"1,995.00","1,963.10","1,991.35","1,961.90",29.45,1.5
HDFC Life,605.90,585.00,587.05,578.55,8.5,1.47
SBI Life Insura,"1,335.00","1,311.00","1,324.40","1,306.00",18.4,1.41
HDFC,"2,457.00","2,429.50","2,451.50","2,419.00",32.5,1.34
HDFC Bank,"1,515.90","1,498.55","1,513.10","1,493.55",19.55,1.31
Tata Motors,458.95,453.55,456.80,451.00,5.8,1.29
Tata Motors,458.95,453.55,456.80,451.00,5.8,1.29
Hindalco,439.30,432.25,436.65,431.15,5.5,1.28
Power Grid Corp,227.50,223.80,226.80,223.95,2.85,1.27
Grasim,"1,808.65","1,771.00","1,789.65","1,768.45",21.2,1.2
Adani Ports,953.90,933.00,948.80,938.50,10.3,1.1
ITC,335.00,330.60,334.40,330.90,3.5,1.06
Reliance,"2,629.70","2,601.00","2,619.75","2,598.05",21.7,0.84
JSW Steel,697.95,686.60,691.05,686.55,4.5,0.66
NTPC,168.95,165.65,167.40,166.40,1,0.6
Infosys,"1,553.00","1,541.30","1,544.95","1,536.20",8.75,0.57
Axis Bank,808.95,803.15,805.55,801.00,4.55,0.57
SBI,560.00,553.75,558.00,554.90,3.1,0.56
Nestle,"19,266.50","18,970.00","19,063.65","18,968.20",95.45,0.5
Hero Motocorp,"2,903.00","2,832.00","2,870.00","2,857.90",12.1,0.42
UltraTechCement,"6,969.60","6,855.00","6,896.30","6,869.60",26.7,0.39
ICICI Bank,913.95,905.30,910.00,907.20,2.8,0.31
Sun Pharma,893.30,883.50,890.15,887.70,2.45,0.28
HUL,"2,609.00","2,579.00","2,586.60","2,580.40",6.2,0.24
M&M,"1,309.95","1,291.00","1,299.85","1,297.05",2.8,0.22
Apollo Hospital,"4,520.00","4,466.30","4,490.10","4,481.60",8.5,0.19
Wipro,426.00,421.50,422.65,422.00,0.65,0.15
