company_name,high,low,last_price,prev_close,change,percent_gain
Tata Motors,505.50,467.30,504.00,471.45,32.55,6.9
Eicher Motors,"2,738.00","2,488.45","2,724.00","2,570.80",153.20,5.96
Shree Cements,"24,972.85","23,589.20","24,909.20","23,589.20","1,320.00",5.6
Bajaj Finance,"7,195.00","6,785.95","7,142.05","6,785.95",356.10,5.25
Hero Motocorp,"2,787.85","2,630.00","2,778.65","2,648.50",130.15,4.91
SBI,526.85,497.10,524.80,501.40,23.40,4.67
Bajaj Finserv,"16,427.50","15,649.00","16,375.25","15,674.15",701.10,4.47
Larsen,"1,882.00","1,806.15","1,876.05","1,799.00",77.05,4.28
Grasim,"1,715.80","1,618.05","1,712.10","1,642.95",69.15,4.21
Titan Company,"2,499.80","2,399.00","2,495.90","2,398.00",97.90,4.08
Wipro,565.25,543.25,563.35,541.70,21.65,4
Asian Paints,"3,270.00","3,132.85","3,264.60","3,143.45",121.15,3.85
Kotak Mahindra,"1,819.00","1,746.05","1,813.10","1,746.85",66.25,3.79
M&M,858.00,820.40,854.60,825.05,29.55,3.58
Adani Ports,722.45,690.00,720.60,695.75,24.85,3.57
Tech Mahindra,"1,442.60","1,395.05","1,439.65","1,390.15",49.50,3.56
Reliance,"2,423.90","2,335.70","2,417.95","2,338.55",79.40,3.4
Infosys,"1,746.75","1,690.45","1,738.25","1,682.20",56.05,3.33
UPL,746.95,716.15,744.70,721.70,23.00,3.19
Bharti Airtel,713.10,686.60,711.55,689.70,21.85,3.17
Maruti Suzuki,"8,664.25","8,356.50","8,622.70","8,366.40",256.30,3.06
Axis Bank,799.10,764.30,796.95,773.35,23.60,3.05
HDFC Bank,"1,524.90","1,473.05","1,517.80","1,473.70",44.10,2.99
IndusInd Bank,972.00,923.25,969.70,941.60,28.10,2.98
ICICI Bank,778.00,743.20,776.05,753.70,22.35,2.97
HDFC Life,574.50,551.60,573.60,557.30,16.30,2.92
Nestle,"18,323.25","17,571.45","18,187.10","17,670.25",516.85,2.92
Bajaj Auto,"3,601.00","3,473.75","3,589.20","3,487.95",101.25,2.9
UltraTechCement,"7,318.45","7,031.05","7,290.30","7,089.10",201.20,2.84
HUL,"2,304.15","2,222.55","2,290.10","2,228.55",61.55,2.76
Hindalco,536.35,513.70,533.85,521.25,12.60,2.42
Britannia,"3,490.00","3,400.00","3,477.90","3,398.00",79.90,2.35
JSW Steel,643.45,617.10,640.65,626.55,14.10,2.25
TCS,"3,835.00","3,748.00","3,817.80","3,733.75",84.05,2.25
SBI Life Insura,"1,123.65","1,086.20","1,119.95","1,096.30",23.65,2.16
NTPC,135.80,130.65,135.35,132.50,2.85,2.15
BPCL,369.75,356.60,368.90,361.70,7.20,1.99
HCL Tech,"1,174.00","1,148.10","1,168.55","1,146.45",22.10,1.93
HDFC,"2,345.00","2,286.85","2,340.25","2,296.80",43.45,1.89
IOC,119.00,114.50,118.75,116.55,2.20,1.89
Tata Steel,"1,212.00","1,151.55","1,207.75","1,186.85",20.90,1.76
Dr Reddys Labs,"4,294.45","4,188.60","4,277.55","4,204.60",72.95,1.74
ITC,223.50,218.55,223.00,219.45,3.55,1.62
Sun Pharma,880.00,859.05,876.80,864.85,11.95,1.38
Coal India,164.85,159.85,163.65,161.65,2.00,1.24
Divis Labs,"4,346.00","4,280.00","4,325.80","4,277.90",47.90,1.12
TATA Cons. Prod,706.00,689.15,702.00,694.30,7.70,1.11
Power Grid Corp,203.85,199.00,203.45,201.85,1.60,0.79
