company_name,high,low,last_price,prev_close,change,percent_gain
NTPC,152.45,148.90,151.40,148.90,2.5,1.68
Bharti Airtel,689.40,669.10,682.05,671.30,10.75,1.6
Apollo Hospital,"3,757.85","3,622.75","3,706.20","3,651.90",54.3,1.49
M&M,"1,025.00",999.05,"1,019.25","1,004.30",14.95,1.49
Divis Labs,"3,549.00","3,456.50","3,525.65","3,474.15",51.5,1.48
Adani Ports,721.80,693.55,704.70,695.25,9.45,1.36
UltraTechCement,"5,498.00","5,324.00","5,428.60","5,356.15",72.45,1.35
Grasim,"1,321.55","1,286.10","1,309.35","1,292.55",16.8,1.3
Infosys,"1,448.90","1,403.15","1,440.55","1,424.50",16.05,1.13
Cipla,970.80,950.80,964.70,954.75,9.95,1.04
Dr Reddys Labs,"4,324.95","4,239.05","4,311.05","4,267.20",43.85,1.03
Larsen,"1,554.30","1,525.20","1,544.65","1,532.05",12.6,0.82
Eicher Motors,"2,752.15","2,676.20","2,722.75","2,700.80",21.95,0.81
Power Grid Corp,227.30,222.00,223.95,222.35,1.6,0.72
Britannia,"3,393.00","3,330.05","3,382.85","3,359.00",23.85,0.71
Coal India,194.50,189.10,192.20,191.05,1.15,0.6
HCL Tech,"1,000.95",978.15,996.90,991.80,5.1,0.51
SBI,449.25,443.35,448.10,445.85,2.25,0.5
Tata Steel,"1,013.70",985.55,996.15,991.95,4.2,0.42
Shree Cements,"19,424.95","18,898.20","19,208.85","19,135.65",73.2,0.38
Bajaj Finance,"5,461.00","5,284.20","5,375.75","5,358.25",17.5,0.33
ITC,267.45,263.05,265.45,264.65,0.8,0.3
Axis Bank,655.70,643.10,650.75,648.95,1.8,0.28
Kotak Mahindra,"1,748.65","1,721.60","1,739.70","1,737.35",2.35,0.14
Nestle,"17,100.00","16,760.00","16,871.45","16,854.45",17,0.1
