company_name,high,low,last_price,prev_close,change,percent_gain
Tata Steel,"1,067.55",995.25,"1,052.00",999.10,52.9,5.29
JSW Steel,555.70,520.05,551.70,528.45,23.25,4.4
Apollo Hospital,"3,709.00","3,361.55","3,662.80","3,524.30",138.5,3.93
SBI,470.10,452.50,468.90,454.10,14.8,3.26
HDFC Bank,"1,371.00","1,340.00","1,366.70","1,328.80",37.9,2.85
Hindalco,410.50,392.60,407.85,396.85,11,2.77
Axis Bank,685.25,668.00,683.25,665.00,18.25,2.74
HDFC,"2,301.65","2,242.00","2,287.75","2,237.45",50.3,2.25
Nestle,"17,730.00","17,321.45","17,652.50","17,283.75",368.75,2.13
ICICI Bank,733.00,715.45,728.50,713.35,15.15,2.12
Shree Cements,"21,866.05","20,676.00","21,691.20","21,253.80",437.4,2.06
Wipro,454.70,444.00,453.35,444.85,8.5,1.91
TCS,"3,241.50","3,180.55","3,226.95","3,167.65",59.3,1.87
Tech Mahindra,"1,089.50","1,055.95","1,078.60","1,060.15",18.45,1.74
Bajaj Auto,"3,870.00","3,754.05","3,857.35","3,791.80",65.55,1.73
Hero Motocorp,"2,647.35","2,575.00","2,636.45","2,594.70",41.75,1.61
HDFC Life,581.00,563.15,578.05,569.10,8.95,1.57
Eicher Motors,"2,738.90","2,663.95","2,725.10","2,686.15",38.95,1.45
UltraTechCement,"5,917.00","5,706.75","5,874.25","5,792.20",82.05,1.42
Coal India,186.00,177.75,183.25,180.70,2.55,1.41
Titan Company,"2,150.85","2,075.50","2,141.95","2,113.40",28.55,1.35
Britannia,"3,577.85","3,513.50","3,560.95","3,516.50",44.45,1.26
Grasim,"1,400.85","1,340.25","1,392.55","1,375.55",17,1.24
Power Grid Corp,229.10,223.90,227.20,224.85,2.35,1.05
NTPC,155.10,150.60,154.15,152.65,1.5,0.98
Infosys,"1,430.00","1,407.05","1,423.95","1,410.45",13.5,0.96
Tata Motors,422.65,405.00,420.65,417.00,3.65,0.88
SBI Life Insura,"1,109.80","1,073.40","1,105.35","1,096.00",9.35,0.85
TATA Cons. Prod,724.85,698.00,722.25,716.20,6.05,0.84
Bharti Airtel,695.50,675.90,693.65,688.20,5.45,0.79
HCL Tech,986.00,969.05,980.70,974.45,6.25,0.64
Bajaj Finserv,"12,585.00","12,062.25","12,477.75","12,406.05",71.7,0.58
IndusInd Bank,906.80,877.45,897.60,893.35,4.25,0.48
Maruti Suzuki,"7,839.95","7,620.00","7,805.00","7,787.25",17.75,0.23
M&M,933.50,914.80,929.80,928.40,1.4,0.15
Asian Paints,"2,860.00","2,718.55","2,840.15","2,838.05",2.1,0.07
Kotak Mahindra,"1,922.00","1,884.05","1,908.65","1,907.55",1.1,0.06
