company_name,high,low,last_price,prev_close,change,percent_gain
Titan Company,"2,260.00","2,164.00","2,255.90","2,149.20",106.7,4.96
M&M,"1,011.75",957.05,998.35,952.85,45.5,4.78
Adani Ports,737.00,710.00,734.70,703.10,31.6,4.49
Infosys,"1,530.00","1,485.00","1,526.80","1,461.35",65.45,4.48
Larsen,"1,663.70","1,613.60","1,660.85","1,600.30",60.55,3.78
Tech Mahindra,"1,170.50","1,135.45","1,164.00","1,123.25",40.75,3.63
HCL Tech,"1,053.35","1,015.65","1,039.90","1,003.90",36,3.59
TCS,"3,386.60","3,286.35","3,375.25","3,261.30",113.95,3.49
Reliance,"2,674.00","2,594.20","2,664.80","2,575.10",89.7,3.48
UPL,787.80,760.35,782.55,756.60,25.95,3.43
TATA Cons. Prod,753.00,729.10,750.15,725.45,24.7,3.4
Grasim,"1,449.00","1,403.10","1,441.00","1,396.70",44.3,3.17
Tata Motors,445.20,436.00,442.40,429.60,12.8,2.98
Coal India,187.90,182.55,187.20,181.85,5.35,2.94
UltraTechCement,"6,156.75","5,965.55","6,102.65","5,948.00",154.65,2.6
SBI Life Insura,"1,150.00","1,118.85","1,148.40","1,121.10",27.3,2.44
Shree Cements,"22,639.65","21,900.20","22,460.40","21,927.05",533.35,2.43
Bharti Airtel,703.75,683.00,699.05,684.40,14.65,2.14
Cipla,992.00,968.00,986.80,966.35,20.45,2.12
BPCL,330.80,322.00,329.15,322.35,6.8,2.11
Wipro,481.50,473.15,476.25,466.95,9.3,1.99
Bajaj Finance,"6,127.00","6,041.10","6,111.20","5,993.50",117.7,1.96
Hero Motocorp,"2,787.45","2,724.00","2,770.55","2,719.80",50.75,1.87
Hindalco,419.50,405.60,416.75,409.15,7.6,1.86
HDFC Life,613.40,599.30,608.90,598.10,10.8,1.81
HDFC,"2,388.00","2,362.30","2,367.25","2,330.40",36.85,1.58
Power Grid Corp,229.90,224.30,228.25,224.70,3.55,1.58
Divis Labs,"3,611.90","3,530.30","3,566.50","3,514.70",51.8,1.47
Bajaj Finserv,"12,990.00","12,837.00","12,924.05","12,758.40",165.65,1.3
SBI,476.90,471.10,474.60,468.95,5.65,1.2
ICICI Bank,751.95,744.30,748.50,739.80,8.7,1.18
IndusInd Bank,946.45,932.10,936.20,925.40,10.8,1.17
Maruti Suzuki,"8,060.00","7,951.00","8,013.90","7,942.95",70.95,0.89
HUL,"2,365.00","2,331.00","2,348.95","2,330.60",18.35,0.79
Apollo Hospital,"3,915.55","3,820.45","3,891.95","3,861.75",30.2,0.78
Axis Bank,698.00,690.10,693.65,688.30,5.35,0.78
HDFC Bank,"1,420.50","1,398.45","1,401.55","1,392.05",9.5,0.68
Bajaj Auto,"3,903.15","3,843.05","3,856.70","3,833.05",23.65,0.62
Eicher Motors,"2,796.00","2,742.85","2,758.45","2,742.10",16.35,0.6
Britannia,"3,617.65","3,541.60","3,576.25","3,557.60",18.65,0.52
Tata Steel,"1,063.80","1,043.50","1,047.45","1,043.50",3.95,0.38
Nestle,"17,986.90","17,634.85","17,706.90","17,641.05",65.85,0.37
Asian Paints,"2,884.00","2,817.00","2,844.00","2,834.85",9.15,0.32
NTPC,152.50,148.80,150.90,150.45,0.45,0.3
ONGC,147.30,141.15,144.05,143.80,0.25,0.17
