company_name,high,low,last_price,prev_close,change,percent_gain
M&M,"1,277.00","1,218.00","1,273.10","1,226.70",46.4,3.78
Eicher Motors,"3,480.00","3,338.15","3,464.75","3,363.25",101.5,3.02
Bajaj Finserv,"16,520.50","15,671.70","16,303.90","15,871.70",432.2,2.72
Titan Company,"2,501.95","2,400.00","2,480.20","2,417.60",62.6,2.59
Tata Steel,108.25,103.50,107.60,105.05,2.55,2.43
Tata Steel,108.25,103.50,107.60,105.05,2.55,2.43
Hindalco,431.80,413.85,427.90,418.50,9.4,2.25
Coal India,223.70,216.60,222.85,218.30,4.55,2.08
SBI,524.00,508.25,521.90,511.30,10.6,2.07
Grasim,"1,607.50","1,546.95","1,595.45","1,564.10",31.35,2
UPL,762.00,737.00,759.55,744.70,14.85,1.99
TATA Cons. Prod,811.65,787.00,809.35,793.95,15.4,1.94
Cipla,"1,046.80","1,010.20","1,040.65","1,022.55",18.1,1.77
JSW Steel,655.00,636.70,652.85,642.95,9.9,1.54
Reliance,"2,653.20","2,591.35","2,646.80","2,606.60",40.2,1.54
Bajaj Finance,"7,250.00","7,050.00","7,207.70","7,102.20",105.5,1.49
ONGC,134.20,130.10,133.75,131.90,1.85,1.4
Bharti Airtel,742.60,722.55,737.60,727.60,10,1.37
ICICI Bank,868.00,842.80,863.90,852.25,11.65,1.37
NTPC,159.20,155.65,158.65,156.50,2.15,1.37
IndusInd Bank,"1,078.90","1,034.10","1,071.05","1,057.20",13.85,1.31
Kotak Mahindra,"1,869.00","1,820.00","1,855.75","1,832.05",23.7,1.29
Tata Motors,462.10,447.60,460.45,454.60,5.85,1.29
Tata Motors,462.10,447.60,460.45,454.60,5.85,1.29
Apollo Hospital,"4,093.45","3,987.85","4,070.95","4,024.90",46.05,1.14
Maruti Suzuki,"8,757.00","8,564.00","8,720.50","8,628.00",92.5,1.07
Shree Cements,"21,295.55","20,742.00","21,126.65","20,931.45",195.2,0.93
Dr Reddys Labs,"4,235.20","4,145.00","4,225.15","4,186.95",38.2,0.91
Nestle,"19,688.95","19,251.15","19,625.65","19,452.20",173.45,0.89
Sun Pharma,892.00,872.60,888.40,880.55,7.85,0.89
Hero Motocorp,"2,810.00","2,756.15","2,803.40","2,780.55",22.85,0.82
Power Grid Corp,228.85,224.20,227.55,225.95,1.6,0.71
Axis Bank,750.85,733.80,747.05,741.85,5.2,0.7
Bajaj Auto,"4,072.85","4,016.05","4,064.45","4,041.60",22.85,0.57
ITC,316.00,312.10,315.90,314.40,1.5,0.48
UltraTechCement,"6,580.00","6,405.10","6,495.40","6,467.50",27.9,0.43
SBI Life Insura,"1,292.65","1,270.00","1,279.25","1,276.00",3.25,0.25
Asian Paints,"3,383.95","3,316.85","3,356.60","3,349.75",6.85,0.2
Britannia,"3,704.95","3,638.00","3,678.70","3,676.45",2.25,0.06
BPCL,334.95,330.60,333.70,333.65,0.05,0.01
