company_name,high,low,last_price,prev_close,change,percent_gain
Tech Mahindra,"1,792.00","1,703.65","1,785.00","1,723.80",61.2,3.55
Cipla,933.15,910.15,930.25,908.30,21.95,2.42
Dr Reddys Labs,"4,745.00","4,621.10","4,736.90","4,638.65",98.25,2.12
Kotak Mahindra,"1,778.95","1,721.00","1,773.45","1,748.40",25.05,1.43
UPL,760.00,740.25,756.60,746.85,9.75,1.31
ICICI Bank,738.75,716.10,736.00,727.10,8.9,1.22
SBI Life Insura,"1,165.05","1,135.35","1,161.95","1,148.20",13.75,1.2
Sun Pharma,796.60,781.15,794.10,785.40,8.7,1.11
HDFC,"2,564.90","2,509.45","2,558.85","2,534.55",24.3,0.96
HDFC Bank,"1,454.00","1,422.15","1,450.80","1,438.90",11.9,0.83
Tata Motors,472.45,460.10,471.15,467.60,3.55,0.76
M&M,823.15,806.95,818.55,812.65,5.9,0.73
Axis Bank,674.60,655.95,672.15,667.50,4.65,0.7
TCS,"3,700.00","3,653.10","3,696.10","3,670.90",25.2,0.69
BPCL,375.15,367.50,374.40,372.15,2.25,0.6
Bajaj Finserv,"16,139.95","15,561.05","16,013.10","15,920.55",92.55,0.58
Divis Labs,"4,491.00","4,431.85","4,473.20","4,447.25",25.95,0.58
Bajaj Finance,"6,908.80","6,654.05","6,890.75","6,852.00",38.75,0.57
Tata Steel,"1,124.70","1,102.35","1,121.80","1,115.45",6.35,0.57
Titan Company,"2,344.00","2,286.30","2,331.30","2,319.45",11.85,0.51
NTPC,122.15,120.60,121.85,121.25,0.6,0.49
IOC,111.00,109.05,110.75,110.25,0.5,0.45
Nestle,"19,400.00","19,099.45","19,302.35","19,224.20",78.15,0.41
Hero Motocorp,"2,410.20","2,371.00","2,402.00","2,392.45",9.55,0.4
HDFC Life,642.35,630.10,639.75,637.35,2.4,0.38
Larsen,"1,875.65","1,845.80","1,866.20","1,859.40",6.8,0.37
Power Grid Corp,207.25,205.00,206.10,205.40,0.7,0.34
UltraTechCement,"7,295.00","7,172.30","7,245.05","7,224.80",20.25,0.28
JSW Steel,654.80,643.15,653.05,651.30,1.75,0.27
SBI,460.50,450.55,458.05,456.95,1.1,0.24
HUL,"2,308.10","2,278.25","2,301.40","2,296.95",4.45,0.19
HCL Tech,"1,277.00","1,254.05","1,267.20","1,265.20",2,0.16
Wipro,701.00,691.15,699.60,698.45,1.15,0.16
Infosys,"1,874.50","1,845.05","1,866.15","1,863.50",2.65,0.14
Adani Ports,726.40,713.00,723.20,722.40,0.8,0.11
Coal India,146.50,144.10,146.05,145.90,0.15,0.1
Bajaj Auto,"3,174.15","3,122.00","3,154.10","3,152.05",2.05,0.07
Eicher Motors,"2,448.25","2,390.65","2,438.95","2,437.90",1.05,0.04
