company_name,high,low,last_price,prev_close,change,percent_gain
Britannia,"3,730.00","3,585.25","3,707.65","3,650.15",57.5,1.58
Maruti Suzuki,"8,859.90","8,590.00","8,834.20","8,720.60",113.6,1.3
Apollo Hospital,"4,272.00","4,086.00","4,251.50","4,215.25",36.25,0.86
Nestle,"19,759.00","19,285.10","19,646.35","19,528.10",118.25,0.61
Asian Paints,"3,348.35","3,236.70","3,343.25","3,323.55",19.7,0.59
TATA Cons. Prod,816.70,783.85,806.15,801.95,4.2,0.52
Coal India,231.60,221.40,230.60,229.95,0.65,0.28
ITC,314.95,308.85,313.55,312.90,0.65,0.21
HUL,"2,607.90","2,550.00","2,575.80","2,571.55",4.25,0.17
M&M,"1,280.80","1,242.15","1,276.80","1,274.65",2.15,0.17
Hero Motocorp,"2,831.95","2,761.10","2,827.05","2,826.75",0.3,0.01
