company_name,high,low,last_price,prev_close,change,percent_gain
Hero Motocorp,"2,599.00","2,407.25","2,563.35","2,501.65",61.7,2.47
Tech Mahindra,"1,299.00","1,228.70","1,290.75","1,263.35",27.4,2.17
Power Grid Corp,239.15,231.45,238.40,233.75,4.65,1.99
ITC,267.35,258.90,266.65,262.05,4.6,1.76
ONGC,167.40,161.10,166.95,164.85,2.1,1.27
Britannia,"3,323.85","3,187.10","3,307.80","3,277.00",30.8,0.94
Coal India,188.95,183.05,187.40,185.85,1.55,0.83
SBI,486.10,471.00,483.95,480.00,3.95,0.82
Sun Pharma,885.70,861.50,883.30,878.15,5.15,0.59
NTPC,160.35,156.05,159.00,158.40,0.6,0.38
Adani Ports,820.95,790.20,811.40,811.35,0.05,0.01
