company_name,high,low,last_price,prev_close,change,percent_gain
Dr Reddys Labs,"4,375.00","4,256.45","4,347.10","4,274.95",72.15,1.69
Kotak Mahindra,"1,890.00","1,842.80","1,882.60","1,854.30",28.3,1.53
HDFC,"2,226.00","2,158.10","2,206.80","2,175.95",30.85,1.42
HDFC Bank,"1,325.00","1,296.90","1,318.95","1,304.00",14.95,1.15
Nestle,"17,278.30","16,853.10","17,187.10","16,994.30",192.8,1.13
Power Grid Corp,229.65,224.60,227.00,224.60,2.4,1.07
Tata Motors,427.50,416.00,425.75,421.45,4.3,1.02
M&M,960.40,943.10,946.85,941.90,4.95,0.53
Hero Motocorp,"2,654.00","2,613.40","2,637.00","2,624.70",12.3,0.47
Reliance,"2,638.00","2,597.70","2,615.85","2,606.90",8.95,0.34
HDFC Life,556.00,545.65,552.90,551.15,1.75,0.32
SBI,466.80,460.20,462.05,460.90,1.15,0.25
UPL,798.80,783.65,792.55,791.25,1.3,0.16
Bajaj Finance,"5,833.00","5,725.00","5,798.80","5,794.00",4.8,0.08
Cipla,977.70,961.75,970.40,970.05,0.35,0.04
