company_name,high,low,last_price,prev_close,change,percent_gain
JSW Steel,678.00,648.40,674.45,643.20,31.25,4.86
Hindalco,413.95,399.40,412.65,394.05,18.6,4.72
Coal India,234.10,224.65,233.50,223.25,10.25,4.59
Tata Steel,103.80,101.75,103.55,101.15,2.4,2.37
Tata Steel,103.80,101.75,103.55,101.15,2.4,2.37
Larsen,"1,919.00","1,878.10","1,912.95","1,871.55",41.4,2.21
ICICI Bank,891.70,873.05,885.45,867.65,17.8,2.05
HCL Tech,967.95,955.50,964.55,946.00,18.55,1.96
Infosys,"1,459.80","1,444.10","1,455.15","1,429.40",25.75,1.8
Axis Bank,760.40,746.00,755.10,742.80,12.3,1.66
Tata Motors,417.65,409.50,414.10,407.90,6.2,1.52
Tata Motors,417.65,409.50,414.10,407.90,6.2,1.52
Adani Enterpris,"3,318.80","3,208.05","3,285.00","3,237.70",47.3,1.46
TATA Cons. Prod,799.60,784.10,794.30,785.15,9.15,1.17
Wipro,413.00,407.45,410.15,405.50,4.65,1.15
ITC,339.30,332.55,336.65,332.85,3.8,1.14
Sun Pharma,962.00,947.55,953.90,944.55,9.35,0.99
Hero Motocorp,"2,663.65","2,630.25","2,646.10","2,621.80",24.3,0.93
SBI,541.80,534.60,537.30,532.70,4.6,0.86
Bajaj Finserv,"1,724.15","1,694.90","1,710.55","1,701.15",9.4,0.55
Bajaj Finserv,"1,724.15","1,694.90","1,710.55","1,701.15",9.4,0.55
Bajaj Auto,"3,617.15","3,570.00","3,594.65","3,579.60",15.05,0.42
Reliance,"2,450.00","2,418.15","2,422.10","2,413.20",8.9,0.37
TCS,"3,124.00","3,092.45","3,101.95","3,091.15",10.8,0.35
Titan Company,"2,620.00","2,581.60","2,592.85","2,585.10",7.75,0.3
Tech Mahindra,"1,045.00","1,027.35","1,031.30","1,028.30",3,0.29
Nestle,"19,525.15","19,237.25","19,300.15","19,251.85",48.3,0.25
BPCL,314.80,309.40,312.15,311.45,0.7,0.22
NTPC,165.10,162.40,162.90,162.55,0.35,0.22
Maruti Suzuki,"8,825.00","8,690.50","8,703.00","8,690.50",12.5,0.14
Adani Ports,835.00,822.30,824.10,823.05,1.05,0.13
