company_name,high,low,last_price,prev_close,change,percent_gain
M&M,"1,074.50","1,031.60","1,072.05","1,027.70",44.35,4.32
Hero Motocorp,"2,767.70","2,690.20","2,759.95","2,674.10",85.85,3.21
IndusInd Bank,815.85,792.50,806.50,784.95,21.55,2.75
Bajaj Finance,"5,616.65","5,455.00","5,587.75","5,448.15",139.6,2.56
HUL,"2,318.80","2,260.05","2,303.90","2,252.60",51.3,2.28
Eicher Motors,"2,909.55","2,831.95","2,877.90","2,819.05",58.85,2.09
ICICI Bank,715.25,706.55,713.45,699.15,14.3,2.05
ONGC,141.00,135.20,137.35,134.80,2.55,1.89
Britannia,"3,504.95","3,429.00","3,469.35","3,411.45",57.9,1.7
Bharti Airtel,675.70,662.10,671.20,660.20,11,1.67
Adani Ports,687.95,677.10,686.40,675.30,11.1,1.64
JSW Steel,572.90,560.25,567.80,558.95,8.85,1.58
Nestle,"17,250.00","16,922.05","17,231.65","16,976.30",255.35,1.5
Hindalco,324.95,316.60,322.30,317.60,4.7,1.48
TATA Cons. Prod,735.00,720.10,729.00,718.45,10.55,1.47
Reliance,"2,511.00","2,468.00","2,500.05","2,464.95",35.1,1.42
HDFC Bank,"1,361.65","1,338.55","1,353.80","1,335.15",18.65,1.4
Shree Cements,"18,937.40","18,561.45","18,793.65","18,533.60",260.05,1.4
Tata Steel,864.75,844.65,852.85,841.30,11.55,1.37
UPL,645.25,631.05,640.85,633.20,7.65,1.21
HDFC,"2,201.00","2,158.05","2,189.00","2,164.20",24.8,1.15
Maruti Suzuki,"8,390.00","8,238.30","8,363.20","8,271.00",92.2,1.11
UltraTechCement,"5,510.00","5,435.20","5,468.30","5,410.30",58,1.07
Kotak Mahindra,"1,714.90","1,690.15","1,698.40","1,684.10",14.3,0.85
Bajaj Auto,"3,841.35","3,781.95","3,813.35","3,784.80",28.55,0.75
Axis Bank,642.45,631.65,634.00,629.35,4.65,0.74
SBI,460.35,453.20,454.25,451.40,2.85,0.63
HDFC Life,565.30,558.15,561.45,558.10,3.35,0.6
Grasim,"1,340.00","1,311.25","1,323.25","1,316.05",7.2,0.55
Tata Motors,412.85,406.15,409.30,407.20,2.1,0.52
SBI Life Insura,"1,092.90","1,072.10","1,078.55","1,073.85",4.7,0.44
Divis Labs,"3,699.95","3,638.30","3,681.00","3,666.30",14.7,0.4
Dr Reddys Labs,"4,372.55","4,292.00","4,309.65","4,294.90",14.75,0.34
Bajaj Finserv,"11,685.95","11,430.00","11,582.95","11,552.85",30.1,0.26
Titan Company,"2,076.40","2,033.95","2,045.60","2,041.40",4.2,0.21
Power Grid Corp,212.00,207.75,208.95,208.55,0.4,0.19
ITC,268.35,265.20,265.85,265.50,0.35,0.13
Asian Paints,"2,784.80","2,726.00","2,760.90","2,758.20",2.7,0.1
NTPC,137.90,134.95,136.60,136.50,0.1,0.07
Cipla,943.50,930.00,933.70,933.35,0.35,0.04
Larsen,"1,512.00","1,489.00","1,494.85","1,494.30",0.55,0.04
