company_name,high,low,last_price,prev_close,change,percent_gain
Hindalco,364.50,341.30,361.65,340.95,20.7,6.07
Titan Company,"2,171.60","2,102.55","2,127.50","2,013.55",113.95,5.66
Tata Steel,906.55,858.50,900.00,858.15,41.85,4.88
JSW Steel,578.00,551.60,574.60,554.55,20.05,3.62
Larsen,"1,614.15","1,565.65","1,611.10","1,556.15",54.95,3.53
Tata Motors,432.95,419.30,430.85,416.35,14.5,3.48
UPL,684.65,664.45,682.75,662.50,20.25,3.06
IndusInd Bank,863.40,840.25,861.00,836.55,24.45,2.92
M&M,"1,138.95","1,114.60","1,133.30","1,104.55",28.75,2.6
BPCL,330.00,323.10,329.40,321.30,8.1,2.52
Coal India,186.60,181.45,186.00,181.70,4.3,2.37
ICICI Bank,744.00,733.00,742.00,725.95,16.05,2.21
ONGC,124.15,121.25,123.50,120.95,2.55,2.11
Kotak Mahindra,"1,744.00","1,716.05","1,738.50","1,704.50",34,1.99
HDFC Bank,"1,398.00","1,374.45","1,395.80","1,371.25",24.55,1.79
SBI,488.25,481.60,486.75,479.95,6.8,1.42
Sun Pharma,852.90,842.15,849.45,837.70,11.75,1.4
Adani Ports,707.00,695.00,703.60,694.35,9.25,1.33
Eicher Motors,"2,958.00","2,917.40","2,944.20","2,907.95",36.25,1.25
Wipro,423.95,417.20,420.80,416.05,4.75,1.14
NTPC,142.75,139.50,140.45,138.95,1.5,1.08
Tech Mahindra,"1,026.90","1,016.00","1,020.75","1,009.90",10.85,1.07
Asian Paints,"2,932.00","2,876.80","2,891.40","2,861.40",30,1.05
Power Grid Corp,215.30,212.10,212.55,210.45,2.1,1
ITC,293.15,288.50,291.95,289.30,2.65,0.92
TCS,"3,319.40","3,265.05","3,287.85","3,260.75",27.1,0.83
Apollo Hospital,"3,930.00","3,868.25","3,915.25","3,883.50",31.75,0.82
SBI Life Insura,"1,130.00","1,111.15","1,124.60","1,116.10",8.5,0.76
HDFC,"2,249.45","2,228.60","2,245.55","2,229.50",16.05,0.72
TATA Cons. Prod,759.60,750.00,754.85,749.95,4.9,0.65
Bajaj Auto,"3,836.10","3,785.00","3,795.50","3,773.05",22.45,0.6
Infosys,"1,513.95","1,495.70","1,498.70","1,491.65",7.05,0.47
Grasim,"1,391.90","1,368.05","1,374.85","1,369.65",5.2,0.38
HCL Tech,"1,000.90",984.95,989.85,986.60,3.25,0.33
Divis Labs,"3,710.00","3,600.00","3,656.40","3,644.80",11.6,0.32
Hero Motocorp,"2,868.75","2,825.15","2,839.45","2,831.80",7.65,0.27
UltraTechCement,"5,871.95","5,771.25","5,838.85","5,828.05",10.8,0.19
Shree Cements,"20,172.95","19,920.05","20,014.60","19,990.85",23.75,0.12
Axis Bank,664.50,651.65,658.15,657.95,0.2,0.03
