company_name,high,low,last_price,prev_close,change,percent_gain
Divis Labs,"4,498.00","4,312.05","4,465.15","4,325.80",139.35,3.22
Adani Ports,750.85,722.10,740.75,720.60,20.15,2.8
ONGC,168.90,164.50,168.55,164.15,4.4,2.68
IOC,122.20,119.25,121.50,118.75,2.75,2.32
HDFC Life,592.90,576.30,586.35,573.60,12.75,2.22
Bharti Airtel,728.20,708.00,721.80,711.55,10.25,1.44
BPCL,378.40,370.30,374.10,368.90,5.2,1.41
Cipla,940.25,920.10,933.10,921.85,11.25,1.22
M&M,878.50,854.60,864.25,854.60,9.65,1.13
HDFC,"2,403.85","2,341.00","2,363.85","2,340.25",23.6,1.01
Kotak Mahindra,"1,852.85","1,800.00","1,830.05","1,813.10",16.95,0.93
Dr Reddys Labs,"4,372.80","4,243.55","4,316.45","4,277.55",38.9,0.91
Grasim,"1,749.95","1,712.55","1,721.30","1,712.10",9.2,0.54
Tech Mahindra,"1,463.95","1,428.85","1,444.00","1,439.65",4.35,0.3
Hero Motocorp,"2,844.60","2,766.20","2,786.80","2,778.65",8.15,0.29
Nestle,"18,397.40","18,033.50","18,223.80","18,187.10",36.7,0.2
SBI Life Insura,"1,131.50","1,102.00","1,122.15","1,119.95",2.2,0.2
Coal India,166.00,162.80,163.85,163.65,0.2,0.12
Wipro,570.30,557.55,563.90,563.35,0.55,0.1
Shree Cements,"25,184.60","24,565.70","24,916.35","24,909.20",7.15,0.03
Axis Bank,808.30,789.30,797.05,796.95,0.1,0.01
