company_name,high,low,last_price,prev_close,change,percent_gain
Eicher Motors,"3,053.05","2,907.90","3,046.85","2,931.60",115.25,3.93
ONGC,125.90,121.05,125.50,121.50,4,3.29
Tata Steel,929.00,875.05,912.75,885.90,26.85,3.03
M&M,"1,167.90","1,122.65","1,165.05","1,133.60",31.45,2.77
Dr Reddys Labs,"4,568.70","4,350.10","4,501.00","4,406.20",94.8,2.15
JSW Steel,591.35,561.10,577.30,566.20,11.1,1.96
Adani Ports,732.00,713.05,729.20,715.70,13.5,1.89
Coal India,194.30,187.80,193.35,189.80,3.55,1.87
Asian Paints,"2,940.55","2,851.35","2,933.05","2,879.80",53.25,1.85
ICICI Bank,771.55,755.00,769.50,755.70,13.8,1.83
Divis Labs,"3,747.00","3,633.70","3,734.10","3,671.30",62.8,1.71
Axis Bank,681.95,665.35,679.85,669.15,10.7,1.6
Reliance,"2,428.80","2,370.00","2,423.90","2,391.40",32.5,1.36
Cipla,950.00,927.05,947.55,935.45,12.1,1.29
IndusInd Bank,860.00,843.05,858.35,848.60,9.75,1.15
Grasim,"1,411.00","1,374.00","1,406.00","1,391.35",14.65,1.05
Titan Company,"2,173.85","2,126.60","2,163.60","2,144.35",19.25,0.9
NTPC,147.00,143.60,144.80,143.70,1.1,0.77
ITC,296.95,292.05,295.00,293.05,1.95,0.67
Hero Motocorp,"2,875.40","2,808.05","2,868.10","2,849.30",18.8,0.66
HDFC Bank,"1,409.90","1,393.25","1,406.15","1,397.10",9.05,0.65
Bajaj Auto,"3,858.00","3,795.00","3,848.55","3,825.00",23.55,0.62
TATA Cons. Prod,770.00,758.40,765.90,761.40,4.5,0.59
HDFC,"2,260.00","2,228.25","2,249.50","2,239.75",9.75,0.44
Nestle,"18,525.00","18,342.00","18,489.40","18,419.15",70.25,0.38
Maruti Suzuki,"8,525.00","8,416.10","8,507.65","8,475.95",31.7,0.37
UltraTechCement,"5,869.00","5,780.60","5,854.25","5,839.10",15.15,0.26
HDFC Life,549.10,540.20,546.65,545.35,1.3,0.24
UPL,695.00,683.25,690.80,690.25,0.55,0.08
SBI Life Insura,"1,155.10","1,141.05","1,147.40","1,146.90",0.5,0.04
