company_name,high,low,last_price,prev_close,change,percent_gain
Apollo Hospital,"4,220.00","4,077.95","4,210.75","4,070.95",139.8,3.43
IndusInd Bank,"1,105.00","1,077.00","1,101.90","1,071.05",30.85,2.88
ONGC,137.40,134.50,136.00,133.75,2.25,1.68
NTPC,163.00,158.00,160.80,158.65,2.15,1.36
ICICI Bank,875.35,857.05,873.30,863.90,9.4,1.09
Grasim,"1,617.15","1,575.05","1,612.25","1,595.45",16.8,1.05
Shree Cements,"21,444.45","21,080.00","21,348.00","21,126.65",221.35,1.05
Larsen,"1,898.00","1,851.60","1,893.35","1,877.05",16.3,0.87
Power Grid Corp,229.95,226.50,229.45,227.55,1.9,0.83
HDFC,"2,443.00","2,400.00","2,438.50","2,420.75",17.75,0.73
Asian Paints,"3,385.00","3,302.00","3,378.85","3,356.60",22.25,0.66
Kotak Mahindra,"1,873.95","1,841.40","1,867.60","1,855.75",11.85,0.64
SBI Life Insura,"1,289.95","1,272.25","1,287.50","1,279.25",8.25,0.64
Tata Motors,464.90,457.70,463.20,460.45,2.75,0.6
Tata Motors,464.90,457.70,463.20,460.45,2.75,0.6
HDFC Bank,"1,475.50","1,459.20","1,472.85","1,465.80",7.05,0.48
Tech Mahindra,"1,073.40","1,055.10","1,070.95","1,065.90",5.05,0.47
Adani Ports,838.15,817.10,836.30,832.50,3.8,0.46
Axis Bank,752.05,742.00,750.15,747.05,3.1,0.41
Coal India,226.00,222.00,223.65,222.85,0.8,0.36
HCL Tech,953.80,944.15,949.15,946.90,2.25,0.24
Nestle,"19,716.95","19,368.05","19,671.05","19,625.65",45.4,0.23
Hindalco,432.15,425.20,428.85,427.90,0.95,0.22
UltraTechCement,"6,533.70","6,452.10","6,508.35","6,495.40",12.95,0.2
Bajaj Finserv,"16,426.40","16,180.25","16,333.85","16,303.90",29.95,0.18
Bharti Airtel,754.20,718.00,738.75,737.60,1.15,0.16
HDFC Life,574.25,563.15,566.65,565.85,0.8,0.14
Hero Motocorp,"2,824.00","2,780.00","2,806.35","2,803.40",2.95,0.11
Bajaj Auto,"4,083.95","4,050.45","4,065.75","4,064.45",1.3,0.03
UPL,763.70,753.00,759.75,759.55,0.2,0.03
