company_name,high,low,last_price,prev_close,change,percent_gain
Coal India,197.00,188.30,193.85,187.90,5.95,3.17
IOC,126.40,121.50,126.05,122.65,3.4,2.77
NTPC,155.30,148.30,153.00,149.10,3.9,2.62
Tata Steel,"1,386.70","1,346.80","1,370.75","1,344.90",25.85,1.92
Power Grid Corp,238.45,231.15,236.65,233.05,3.6,1.54
BPCL,386.45,377.45,385.80,380.00,5.8,1.53
UPL,811.80,792.10,805.30,793.55,11.75,1.48
Bharti Airtel,780.70,763.00,775.65,766.60,9.05,1.18
Nestle,"18,260.00","17,863.00","18,216.75","18,023.20",193.55,1.07
Larsen,"1,858.00","1,827.70","1,852.80","1,836.05",16.75,0.91
SBI,515.20,506.00,513.95,509.40,4.55,0.89
Cipla,"1,033.85","1,014.00","1,029.00","1,021.45",7.55,0.74
Hero Motocorp,"2,349.15","2,306.55","2,346.90","2,332.25",14.65,0.63
ONGC,173.50,170.30,172.80,171.85,0.95,0.55
JSW Steel,746.50,729.80,737.40,733.45,3.95,0.54
Asian Paints,"3,165.00","3,113.00","3,154.00","3,140.80",13.2,0.42
TATA Cons. Prod,812.50,797.05,809.25,806.65,2.6,0.32
Adani Ports,862.65,840.00,849.85,848.05,1.8,0.21
UltraTechCement,"6,792.00","6,690.00","6,736.15","6,726.15",10,0.15
HUL,"2,164.40","2,121.30","2,142.05","2,139.80",2.25,0.11
ITC,263.35,257.30,259.60,259.45,0.15,0.06
