company_name,high,low,last_price,prev_close,change,percent_gain
Maruti Suzuki,"8,664.00","7,887.90","8,602.60","8,052.30",550.3,6.83
Axis Bank,755.00,708.60,752.20,704.60,47.6,6.76
SBI,517.50,489.00,514.65,494.15,20.5,4.15
IndusInd Bank,886.90,842.00,884.25,851.25,33,3.88
UPL,795.15,746.10,791.15,762.60,28.55,3.74
Bharti Airtel,720.45,682.15,711.85,689.90,21.95,3.18
Coal India,161.60,154.30,161.15,156.30,4.85,3.1
Hero Motocorp,"2,789.00","2,652.85","2,782.05","2,706.20",75.85,2.8
Bajaj Auto,"3,490.00","3,328.75","3,469.10","3,382.30",86.8,2.57
BPCL,383.80,368.00,382.55,373.10,9.45,2.53
Tata Motors,492.50,467.65,490.55,478.45,12.1,2.53
TATA Cons. Prod,709.95,675.00,707.75,691.45,16.3,2.36
Power Grid Corp,220.20,211.95,218.85,214.00,4.85,2.27
NTPC,135.65,131.05,135.30,132.60,2.7,2.04
HUL,"2,333.70","2,240.90","2,327.25","2,284.60",42.65,1.87
Grasim,"1,726.20","1,658.05","1,721.30","1,690.70",30.6,1.81
Hindalco,486.50,474.65,485.75,478.40,7.35,1.54
Cipla,909.00,881.10,905.65,892.10,13.55,1.52
JSW Steel,640.60,612.60,631.15,621.80,9.35,1.5
Eicher Motors,"2,708.95","2,593.65","2,692.00","2,656.40",35.6,1.34
Larsen,"1,931.30","1,850.10","1,925.30","1,899.90",25.4,1.34
Kotak Mahindra,"1,873.90","1,782.20","1,854.65","1,830.90",23.75,1.3
Adani Ports,712.85,690.00,711.10,702.45,8.65,1.23
ITC,214.70,209.55,214.30,211.80,2.5,1.18
IOC,121.70,119.30,121.45,120.35,1.1,0.91
Sun Pharma,811.70,784.80,808.05,800.85,7.2,0.9
Tata Steel,"1,121.00","1,087.05","1,109.10","1,099.20",9.9,0.9
Dr Reddys Labs,"4,418.95","4,301.00","4,402.85","4,364.35",38.5,0.88
Shree Cements,"24,671.95","23,500.05","24,497.50","24,320.90",176.6,0.73
HDFC Life,633.50,617.00,630.80,627.60,3.2,0.51
Bajaj Finance,"6,996.00","6,752.20","6,963.75","6,931.75",32,0.46
Britannia,"3,565.45","3,430.25","3,539.30","3,523.85",15.45,0.44
ICICI Bank,804.30,786.05,801.65,798.45,3.2,0.4
Nestle,"18,884.05","18,312.95","18,790.75","18,717.75",73,0.39
SBI Life Insura,"1,232.90","1,210.25","1,228.00","1,225.00",3,0.24
HDFC Bank,"1,495.00","1,444.00","1,488.05","1,486.65",1.4,0.09
