company_name,high,low,last_price,prev_close,change,percent_gain
Axis Bank,801.00,777.80,798.45,786.05,12.4,1.58
Kotak Mahindra,"1,812.65","1,770.00","1,801.85","1,783.45",18.4,1.03
Power Grid Corp,233.65,228.60,233.10,230.90,2.2,0.95
Maruti Suzuki,"7,711.50","7,500.00","7,618.35","7,565.40",52.95,0.7
SBI Life Insura,"1,153.00","1,119.05","1,149.10","1,142.50",6.6,0.58
ICICI Bank,768.90,750.25,763.85,759.60,4.25,0.56
IndusInd Bank,987.65,966.00,985.10,980.45,4.65,0.47
M&M,867.40,843.30,860.80,856.85,3.95,0.46
Cipla,"1,031.70","1,013.00","1,027.25","1,025.50",1.75,0.17
HDFC,"2,443.70","2,399.00","2,425.70","2,424.70",1,0.04
