company_name,high,low,last_price,prev_close,change,percent_gain
Coal India,168.25,162.60,167.30,163.05,4.25,2.61
SBI Life Insura,"1,160.90","1,111.35","1,150.50","1,126.35",24.15,2.14
HDFC,"2,451.00","2,402.40","2,441.15","2,411.80",29.35,1.22
Bajaj Auto,"3,642.50","3,563.60","3,632.15","3,597.30",34.85,0.97
Larsen,"1,896.00","1,865.15","1,883.10","1,868.70",14.4,0.77
Grasim,"1,739.90","1,698.00","1,722.75","1,711.25",11.5,0.67
Axis Bank,790.55,779.00,787.40,782.80,4.6,0.59
Britannia,"3,495.00","3,444.15","3,481.65","3,464.10",17.55,0.51
Kotak Mahindra,"1,831.00","1,805.85","1,826.55","1,817.30",9.25,0.51
Dr Reddys Labs,"4,343.00","4,264.60","4,321.15","4,301.00",20.15,0.47
SBI,520.90,510.10,515.30,512.95,2.35,0.46
HDFC Bank,"1,517.00","1,490.45","1,512.35","1,506.50",5.85,0.39
TCS,"3,815.95","3,757.60","3,793.90","3,784.20",9.7,0.26
HUL,"2,327.80","2,294.00","2,312.55","2,307.55",5,0.22
Maruti Suzuki,"8,645.95","8,520.05","8,569.10","8,552.45",16.65,0.19
HCL Tech,"1,170.10","1,150.10","1,165.00","1,163.05",1.95,0.17
BPCL,375.95,371.45,373.15,373.00,0.15,0.04
Sun Pharma,867.90,856.40,862.90,862.55,0.35,0.04
